QuestionID,Year,Exam,Subject,Chapter,Topic,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation
Ana-Neuro-Ventricular System-002,2026,Surgery - 6 January (E),Anatomy,Nervous System,Ventricular System,"A patient presents with fever, neck stiffness, and altered mental status and requires a lumbar puncture. Which anatomical site is ideal for the procedure?",Above the spinous process of L4,Below the spinous process of L2,Foramen magnum,Below the spinous process of L5,,A,
Ana-Neuro-Ventricular System-003,2026,Radiology - 6 January (M),Anatomy,Nervous System,Ventricular System,A patient presented with neckrigidity fever and alter state forlumbar puncture which of the following is ideal site?,Above the spinous process of L4,Below the spinous process of L5,Conus medullaris,Below Spinous process of L2,,A,Prefer Below – L4 Above – L5 Between – L4–5
Ana-Neuro-Ventricular System-004,2026,Gynecology - 5 January (M),Anatomy,Nervous System,Ventricular System,The subarachnoid space in adults ends at which vertebral level?,S2,L2,L3,L4,S3,A,Subarachnoid space ends at S2; spinal cord ends at L1.
Ana-Neuro-Ventricular System-005,2026,Gynecology - 7 January (E),Anatomy,Nervous System,Ventricular System,Obstruction of the cerebral aqueduct causes dilation of:,Only 4th ventricle,3rd & 4th ventricles,Lateral & 3rd ventricles,Lateral & 4th ventricles,,C,FORMATION AND CIRCULATION OF CSF - CSF is made by ependymal cells of the choroid plexus - It is reabsorbed by arachnoid granulations - Drains into the dural venous sinuses - Majority of CSF is produced within the two lateral ventricles - From lateral ventricle → Foramina of Monro → 3rd ventricle - From 3rd ventricle → Cerebral aqueduct of Sylvius → 4th ventricle - From 4th ventricle → Foramina of Luschka — Lateral → Foramen of Magendie — Medial → Into subarachnoid space
Ana-Neuro-Visual Pathway-001,2026,Medicine - 5 January (E),Anatomy,Nervous System,Visual Pathway,"In which lobe is the visual cortex located, and which nucleus relays its visual signals?",Temporal lobe - Medial geniculate body,Parietal lobe - Pulvinar nucleus,Occipital lobe - Lateral geniculate body,Frontal lobe - Ventral thalamus,,C,"<div class=""explanation-container""><div class=""explanation-text""><div style=""color:#16a34a;font-weight:800;margin-bottom:6px;"">✔ Correct Answer: Occipital lobe - Lateral geniculate body</div><div style=""margin-bottom:8px;""><b>Explanation:</b> The primary visual cortex is located in the occipital lobe and receives input via the lateral geniculate nucleus of the thalamus.</div><div style=""margin-bottom:10px;padding:8px 10px;background:#ecfdf5;border-left:4px solid #16a34a;border-radius:6px;""><b>Clinical Pearl:</b> Vision pathway: Retina → LGN → Occipital cortex.</div><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Temporal - MGN:</b></div>Auditory pathway.<br><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Parietal - Pulvinar:</b></div>Association functions.<br><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Frontal - Ventral thalamus:</b></div>Motor pathways.</div></div></div>"
Ana-Neuro-Visual Pathway-002,2026,Medicine - 5 January (E),Anatomy,Nervous System,Visual Pathway,Which visual field defect is caused by a lesion of the right optic tract?,Right monocular blindness,Bitemporal hemianopia,Left homonymous hemianopia,Right homonymous hemianopia,,C,"<div class=""explanation-container""><div class=""explanation-text""><div style=""color:#16a34a;font-weight:800;margin-bottom:6px;"">✔ Correct Answer: Left homonymous hemianopia</div><div style=""margin-bottom:8px;""><b>Explanation:</b> A right optic tract lesion causes loss of the left visual field in both eyes (contralateral homonymous hemianopia).</div><div style=""margin-bottom:10px;padding:8px 10px;background:#ecfdf5;border-left:4px solid #16a34a;border-radius:6px;""><b>Clinical Pearl:</b> Optic tract lesions → contralateral homonymous hemianopia.</div><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Right monocular blindness:</b></div>Optic nerve lesion.<br><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Bitemporal hemianopia:</b></div>Optic chiasm lesion.<br><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Right homonymous hemianopia:</b></div>Left optic tract lesion.</div></div></div>"
Ana-Neuro-Visual Pathway-003,2026,Medicine - 5 January (E),Anatomy,Nervous System,Visual Pathway,Sudden visual loss in the upper quadrant of the visual field in one eye indicates damage to which structure?,Optic nerve,Optic chiasm,Meyer's loop,Lateral geniculate body,,C,"<div class=""explanation-container""><div class=""explanation-text""><div style=""color:#16a34a;font-weight:800;margin-bottom:6px;"">✔ Correct Answer: Meyer's loop</div><div style=""margin-bottom:8px;""><b>Explanation:</b> Lesion of Meyer's loop causes contralateral superior quadrantanopia (“pie in the sky”).</div><div style=""margin-bottom:10px;padding:8px 10px;background:#ecfdf5;border-left:4px solid #16a34a;border-radius:6px;""><b>Clinical Pearl:</b> Temporal lobe lesion → superior quadrantanopia.</div><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Optic nerve:</b></div>Monocular blindness.<br><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Optic chiasm:</b></div>Bitemporal hemianopia.<br><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Lateral geniculate body:</b></div>Different visual field patterns.</div></div></div>"
Embryo-Neuro-Neural Development-001,2026,Surgery - 6 January (E),Embryology,Nervous System,Neural Development,An elevated alpha-fetoprotein (AFP) level is classically associated with failure of closure of which embryonic structure?,Abdominal wall,Palate,Lens,Neural tube,,D,
Histo-Neuro-NeuroPhysio-001,2026,Medicine - 7 January (M),Histology,Nervous System,Neurophysiology,Nissl substance is located in:,Smooth ER,Rough ER,Golgi apparatus,Mitochondria,,B,
Med-Neuro-Alcohol‑Related Disorders-001,2026,Surgery - 7 January (E),Medicine,Nervous System,Alcohol‑Related Disorders,Chronic Alcoholism causes:,Myocarditis,Wernicke encephalopathy,Pellagra,Keratitis,,B,
Med-Neuro-Aphasia-001,2026,Gynecology - 6 January (M),Medicine,Nervous System,Aphasia,A patient presents with difficulty naming objects (anomia) but comprehension is intact. Lesion is most likely in:,Broca’s area → expressive aphasia,Wernicke’s area → receptive aphasia,Angular gyrus → anomic aphasia,Global cortex → global aphasia,,C,- Lesion of non-dominant hemisphere brocas area leads to Anomic Aphasia<br>- Broca aphasia – Motor aphasia + Non-fluent + area 44 and 45 + inferior frontal gyrus<br>- Wernicke aphasia – Sensory aphasia + fluent + area 22+ superior temporal gyrus<br>- Global aphasia – Both Wernicke and broca aphasia + arcuate fasciculus<br>- Anomic aphasia – Mild fluent aphasia + failure of word retrieval + angular gyrus
Med-Neuro-Cerebral Cortex-001,2026,Medicine - 7 January (M),Medicine,Nervous System,Cerebral Cortex,Asterognosia with right/left disorientation indicates a lesion in:,Frontal lobe,Dominant parietal lobe,Occipital lobe,Cerebellum,,B,
Med-Neuro-Cerebral Cortex-002,2026,Medicine - 6 January (E),Medicine,Nervous System,Cerebral Cortex,"A patient has loss of fine touch, pain, and temperature sensation. MRI shows a lesion in the parietal lobe. Which Brodmann areas are involved?",4,17,"1, 2, 2003",6,,C,"Parietal lobe: 1. Primary somesthetic area - Posterio central gyrus on superolateral surface & paracentral lobule. 2. Secondary somesthetic area - Superior lip of posterior limb of the lateral sulcus. 3. Somesthetic association area - Area 5 & 7. Perception of exteroceptive (touch, pain & temperature) & Proprioceptive muscles. Contralateral sensory disturbance (move in fingers) unable to judge degree of warmth. Unable to localize tactile stimuli, unable to judge weight loss of muscle tone. Bilateral represented, Contralateral side dominant, function unknown. Cause Astereognosis Unable to combine touch, pressure & proprioceptive impulse, Forget opposite side of body. Forget to shave on opposite side."
Med-Neuro-Cerebral Cortex-003,2026,Gynecology - 6 January (M),Medicine,Nervous System,Cerebral Cortex,"A 55-year-old patient presents with difficulty recognizing objects placed in his tight hand with eyes closed. On examination, motor power and primary sensations (pain, temperature, touch) are intact. Which area of the brain is most likely affected?",Primary motor cortex,Visual association cortex,Primary somatosensory cortex,Somatosensory association area,Prefrontal cortex,D,"Stereognosis (recognizing objects by touch) requires integration of sensory information, which occurs in the somatosensory association cortex (parietal lobe)."
Med-Neuro-Cerebrovascular Disease-001,2026,Medicine - 6 January (E),Medicine,Nervous System,Cerebrovascular Disease,An elderly patient had a TIA and carotid bruit is present. What is the next investigation?,Carotid angiogram,Carotid Doppler,CT scan,MRI brain,,B,Carotid Doppler is the initial investigation; angiogram is confirmatory.
Med-Neuro-Cerebrovascular Disease-002,2026,Surgery - 7 January (E),Medicine,Nervous System,Cerebrovascular Disease,A patient presents with transient ischemic attack (TIA) and a carotid bruit. Which is the confirmatory investigation?,Carotid Doppler,Venogram,ECG,EEG,,A,Carotid Doppler is a non-invasive first-line investigation to confirm stenosis or occlusion in carotid arteries after TIA with a bruit.
Med-Neuro-Cerebrovascular Disease-003,2026,Gynecology - 6 January (M),Medicine,Nervous System,Cerebrovascular Disease,"A 62-year-old diabetic patient experiences sudden right-sided weakness and speech difficulty, lasting 20 minutes and fully resolving. Diagnosis?",Ischemic stroke,Hemorrhagic stroke,Migraine with aura,Transient ischemic attack (TIA),,D,"- TIA = transient neurological deficit <24 hours, no permanent infarction.<br>- Important warning sign for future stroke."
Med-Neuro-Cerebrovascular Disease-004,2026,Radiology - 5 January (M),Medicine,Nervous System,Cerebrovascular Disease,"A 60 year old man experiences sudden weakness of his right lower limb for 15 to 30 minutes, which resolves completely within an hour. Which of the following is most likely diagnosis?",Stroke,Transient ischemic attack,Peripheral neuropathy,Seizure,,B,
Med-Neuro-Idiopathic Intracranial Hypertension-001,2026,Medicine - 7 January (M),Medicine,Nervous System,Idiopathic Intracranial Hypertension,"A patient presents with persistent headaches, visual disturbances, and swelling of optic disc but normal imaging. The presentation is most consistent with?",Bacterial meningitis,Idiopathic intracranial hypertension,Stroke,Epilepsy,,B,
Med-Neuro-Idiopathic Intracranial Hypertension-002,2026,Medicine - 8 January (M),Medicine,Nervous System,Idiopathic Intracranial Hypertension,An overweight woman (BMI 31 kg/m²) reports persistent headaches and blurred vision. Fundoscopy reveals papilledema. What is the most probable diagnosis?,Pituitary adenoma,Migraine,Idiopathic intracranial hypertension,Space-occupying brain lesion,,C,
Med-Neuro-Lumbar Puncture-001,2026,Medicine - 6 January (E),Medicine,Nervous System,Lumbar Puncture,A patient presented with neck rigidity fever and alter state for lumbar puncture which of the following is ideal site?,Above the spinous process of L4,Below the spinous process of L5,Conus medullaris,Below Spinous process of L2,,A,
Med-Neuro-Memory-001,2026,Medicine - 8 January (M),Medicine,Nervous System,Memory,"A patient suffers cardiac arrest with transient global cerebral hypoxia. On recovery, he has prominent anterograde amnesia. Which structure, critical for memory formation and most vulnerable to hypoxic injury, is primarily affected?",Amygdala,Thalamus,Hippocampus,Cerebellar vermis,,C,
Med-Neuro-Memory-002,2026,Medicine - 6 January (E),Medicine,Nervous System,Memory,Which of the following brain regions is primarily responsible for memory formation and is affected when memory is impaired?,Hippocampal gyrus,Calcarine sulcus,Cerebral cortex,Midbrain,Amygdala,A,
Med-Neuro-Menin-001,2026,Gynecology - 6 January (M),Medicine,Nervous System,Meningitis,A patient with suspected meningitis is started on empiric ampicillin. Which organism is sensitive to it?,Neisseria meningitidis,Streptococcus pneumoniae,Listeria monocytogenes,Haemophilus influenzae,Staphylococcus aureus,C,
Med-Neuro-Menin-002,2026,Gynecology - 6 January (M),Medicine,Nervous System,Meningitis,"An old male of 80 years age presented to hospital with fever, confusion, neck stiffness and vomiting. Kerning's and Brudzinski sign are positive. Lumbar puncture confirmed the diagnosis of acute bacterial meningitis. Which is the causative organism in this case?",Streptococus pneumoniae,Neisseria meningitidis,Listeria monocytogenes,Escherichia coli,Cryptococcus neoformans,C,"In elderly patients > 55 years of age, always consider listeria a potent cause and give empirical cover with ampicillin."
Med-Neuro-Menin-003,2026,Gynecology - 6 January (M),Medicine,Nervous System,Meningitis,"A young male presents with neck stiffness, high-grade fever, and a widespread rash. Cause is",Streptococus pneumoniae,Haemophilus influenzae,Staphylococcus aureus,Neisseria meningitidis,Listeria monocytogenes,D,"Classic triad of meningitis (fever, neck stiffness, rash) in a young adult suggests N. meningitidis infection."
Med-Neuro-Menin-004,2026,Medicine - 8 January (M),Medicine,Nervous System,Meningitis,"A patient presents with fever, neck stiffness, and altered consciousness. CSF analysis shows glucose of 30 mg/dL and 68% neutrophils. The most likely etiology is:",Viral meningitis,Bacterial meningitis,Fungal meningitis,Tubercular meningitis,,B,"Bacterial: high WBC (neutrophils), low glucose, high protein. Viral: normal to high WBC (lymphocytes), normal glucose, normal/high protein. TB/fungal: high WBC (lymphocytes), low glucose, high protein."
Med-Neuro-Motor System-001,2026,Gynecology - 5 January (M),Medicine,Nervous System,Motor System,Hyperreflexia in a patient is most suggestive of damage to the:,Cerebellum,Basal ganglia,Primary motor cortex,Posterior column,,C,
Med-Neuro-Motor System-002,2026,Medicine - 8 January (M),Medicine,Nervous System,Motor System,A patient has paralysis of the lower half of the face. Which additional finding is seen in this lesion (UMN lesion)?,Cogwheel rigidity,Lead-pipe rigidity,Fasciculations,Loss of reflexes,Clasp knife spasticity,E,"Motor neuron signs: UMN = increased tone, increased reflexes, positive Babinski, spastic paresis, clasp knife spasticity, no atrophy or fasciculations. LMN = decreased tone, decreased reflexes, negative Babinski, flaccid paralysis, atrophy, fasciculations."
Med-Neuro-Motor System-003,2026,Medicine - 8 January (M),Medicine,Nervous System,Motor System,A patient presents with wasting and viable fasciculations. Which lesion type is most likely?,Upper motor neuron,Lower motor neuron,Cerebellar lesion,Basal ganglia lesion,,B,"LMN lesions cause muscle weakness, fasciculations, and flaccid paralysis."
Med-Neuro-Motor System-004,2026,Gynecology - 6 January (M),Medicine,Nervous System,Motor System,"A hypertensive female had difficulty performing precise, skilled hand movements. THE damage to which part of the brain most likely caused this deficit?",Cerebellum,Basal ganglia,Primary motor cortex,Thalamus,Brainstem,C,
Med-Neuro-Motor System-005,2026,Medicine - 6 January (E),Medicine,Nervous System,Motor System,A patient has loss of skilled voluntary movements. Which tract is involved?,Corticospinal tract,Vestibulospinal tract,Rubrospinal tract,,,B,
Med-Neuro-Movement Disorders-001,2026,Gynecology - 6 January (M),Medicine,Nervous System,Movement Disorders,The lesion occurred at the caudate and globus pallidus of the brain. There was loss of GABA in Substantia Nigra. The condition is of:,Alzheimer’s Disease,Parkinsonism,Horner Syndrome,Retrograde Amnesia,,B,
Med-Neuro-Muscular Dystrophy-001,2026,Medicine - 8 January (M),Medicine,Nervous System,Muscular Dystrophy,Duchenne muscular dystrophy is caused by mutation in dystrophin gene located on which chromosome?,Chromosome 7,Chromosome 12,X chromosome,Y chromosome,,C,
Med-Neuro-Neuromuscular Disorders-001,2026,Gynecology - 5 January (M),Medicine,Nervous System,Neuromuscular Disorders,The first-line treatment for myasthenia gravis is:,Corticosteroids,Plasmapheresis,Anticholinesterase drugs,Thymectomy,,C,Myasthenia gravis – Antibodies against postsynaptic voltage gated channels cause damage to acetylcholine receptor.<br>- Diagnostic test – ACH receptor antibodies<br>- Most accurate/confirmatory/gold standard – EMG<br>- Initial drug for myasthenia gravis – neostigmine<br>- Anticholinesterases increase acetylcholine at NMJ.<br>- DOC for maintained therapy – Pyridostigmine.<br>- Physostigmine – Crosses BBB immediately and increase acetylcholine.<br>- In lambert eaton syndrome – Antibodies are directed against calcium channels
Med-Neuro-Neuromuscular Junction-001,2026,Gynecology - 5 January (M),Medicine,Nervous System,Neuromuscular Junction,A 30 year old female presents with fatigue and muscle weakness that worsens in the evening. She also reports difficulty in chewing and has bilateral ptosis. What is the most likely diagnosis?,Mysthenia gravis,Multiple sclerosis,Guillain-Barre syndrome,Lambert-Eaton syndrome,,A,
Med-Neuro-Paraneoplastic Syndromes-001,2026,Medicine - 7 January (M),Medicine,Nervous System,Paraneoplastic Syndromes,Lambert-Eaton Myasthenic Syndrome (LEMS) is associated with:,Thymoma,SCLC,Adenocarcinoma,Melanoma,,B,
Med-Neuro-Paraneoplastic Syndromes-002,2026,Medicine - 8 January (M),Medicine,Nervous System,Paraneoplastic Syndromes,Lambert-Eaton myasthenic syndrome is associated with which tumor?,Small cell carcinoma of lung,Renal cell carcinoma,Squamous cell carcinoma of lung,Adenocarcinoma of lung,,A,Small Cell CA – Smoking + Most aggressive + Ectopic ACTH (Cushing syndrome) + Lambert Eaton syndrome + SIADH. Squamous Cell CA - Smoking + Hypercalcemia (PTHrp). Ectopic thyroid produces by Squamous Cell CA of Larynx.
Med-Neuro-Paraneoplastic Syndromes-003,2026,Medicine - 8 January (M),Medicine,Nervous System,Paraneoplastic Syndromes,Paraneoplastic syndrome associated with small cell carcinoma of lung is:,Cushing syndrome,PTH-related peptide secretion,Addison disease,Hyperthyroidism,,A,
Med-Neuro-Spinal Cord-001,2026,Medicine - 7 January (M),Medicine,Nervous System,Spinal Cord,A patient with C5 spinal cord injury develops episodic hypertension when the bladder is full. This is most likely due to:,Autonomic dysreflexia,Neurogenic shock,Spinal shock,Pheochromocytoma,,A,
Med-Neuro-Spinal Cord-002,2026,Gynecology - 6 January (M),Medicine,Nervous System,Spinal Cord,"A patient suffers a stab wound to the right side of the spinal cord at the T10 level. On examination, he has loss of proprioception and motor function on the right side below the lesion but loss of pain and temperature sensation on the left side. Which spinal cord syndrome best explains these findings?",Central cord syndrome,Anterior cord syndrome,Brown-Séquard syndrome,Posterior cord syndrome,Cauda equina syndrome,C,
Med-Neuro-Visual Pathway-001,2026,Gynecology - 6 January (M),Medicine,Nervous System,Visual Pathway,Which part of the optic chiasm is involved in bitemporal hemianopia?,Middle part,Upper part,Lower part,Lateral part,Anterior part,A,
Microbio-Neuro-Menin-001,2026,Medicine - 5 January (E),Microbiology,Nervous System,Meningitis,Which organism is the most common cause of meningitis in adults?,Staphylococcus aureus,Streptococcus pneumoniae,Streptococcus pyogenes,Neisseria meningitidis,,B,"<div class=""explanation-container""><div class=""explanation-text""><div style=""color:#16a34a;font-weight:800;margin-bottom:6px;"">✔ Correct Answer: Streptococcus pneumoniae</div><div style=""margin-bottom:8px;""><b>Explanation:</b> Streptococcus pneumoniae is the most common cause of adult bacterial meningitis.</div><div style=""margin-bottom:10px;padding:8px 10px;background:#ecfdf5;border-left:4px solid #16a34a;border-radius:6px;""><b>Clinical Pearl:</b> Adults → S. pneumoniae most common.</div><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Staphylococcus aureus:</b></div>Post-surgical cause.<br><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Streptococcus pyogenes:</b></div>Rare cause.<br><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Neisseria meningitidis:</b></div>Common in young adults, outbreaks.</div></div></div>"
Microbio-Neuro-Menin-002,2026,Medicine - 6 January (E),Microbiology,Nervous System,Meningitis,The most common cause of bacterial meningitis in a 10-year-old child is:,Neisseria meningitidis,Haemophilus influenzae,Streptococcus pneumoniae,E. coli,,A,"The Characteristic Cerebrospinal Fluid (CSF) Findings In Meningitis: Bacteria - Low glucose, High protein, 10-5,000 polymorphs/mm3. Viral - Normal/raised glucose, Normal/raised protein, 15-1,000 lymphocytes/mm3. Tuberculous - Low glucose, Very high protein, 10-1,000 lymphocytes. Common Causes of Meningitis: Newborn (0-6 MO) - Group B streptococci, E coli, Listeria. Children (6 MO-6YR) - S pneumoniae, N meningitidis, H influenzae type B, Enteroviruses. 6-60 YR - S pneumoniae, N meningitidis (#1 in teens), Enteroviruses, HSV. 60 YR+ - S pneumoniae, Gram - rods, Listeria."
Microbio-Neuro-Menin-003,2026,Medicine - 6 January (E),Microbiology,Nervous System,Meningitis,"20-year-old boy with meningitis, Gram-negative diplococci. Cause of inflammation is mainly mediated by:",Interleukin 1,Tumor Cell Injury factor,Interleukin 12,Interleukin 6,,B,
Patho-Neuro-Basal Ganglia-001,2026,Anesthesia - 5 January (M),Pathology,Nervous System,Basal Ganglia,Sudden fling movements in a male; father had similar issue. Which area is involved?,Putamen,Caudate nucleus,Dentate nucleus,Substantia nigra,Cerebellum,B,
Patho-Neuro-Basal Ganglia-002,2026,Radiology - 6 January (M),Pathology,Nervous System,Basal Ganglia,The lesion occurred at the caudate and globus pallidus of the brain. There was loss of GABA in Substantia Nigra The condition is of,Alzheimer's Disease,Parkinsonism,Homer Syndrome,Retrograde Amnesia,,B,
Patho-Neuro-Brainstem-001,2026,Gynecology - 7 January (E),Pathology,Nervous System,Brainstem,Decerebrate posturing is most commonly associated with a lesion at which level?,Cerebral cortex,Thalamus,Midbrain or upper pons,Medulla,,C,
Patho-Neuro-Cerebellum-001,2026,Surgery - 7 January (E),Pathology,Nervous System,Cerebellum,A patient diagnosed with a cerebellar lesion presents with intention tremor and difficulty in buttoning a shirt. Which sign is the most specific characteristic used to confirm kinetic cerebellar deficit?,Dysdiadochokinesia,Dysarthria,Nystagmus,Ataxia,,A,Dysdiadochokinesia is a high-specific sign of a cerebellar lesion affecting the coordination of rapid motor programs.
Patho-Neuro-Cerebral Cortex-001,2026,Anesthesia - 5 January (M),Pathology,Nervous System,Cerebral Cortex,A patient has CVA three years back now she can understand but cannot talk properly. What is the diagnosis?,Expressive (Broca's) aphasia,Receptive aphasia,Global aphasia,Anomic aphasia,,A,
Patho-Neuro-Cerebrovascular Disease-001,2026,Radiology - 5 January (M),Pathology,Nervous System,Cerebrovascular Disease,A person with atrial fibrillation develops stroke due to:,Hypertension,Diabetes,Emboli,Vasospasm,,C,AF causes stasis in atria → thrombus → embolic stroke.
Patho-Neuro-Cerebrovascular Disease-002,2026,Radiology - 6 January (M),Pathology,Nervous System,Cerebrovascular Disease,A patient has a middle cerebral artery (MCA stroke. Which long tract is most likely affected?,Corticospinal tract,Spinothalamic tract,Corticobulbar tract,Dorsal column,,A,"MCA stroke often affects the contralateral face and upper limb, and the corticospinal tract fibers running through the internal capsule are involved. Spinothalamic and dorsal column tracts carry sensory signals; corticobulbar affects cranial nerves."
Patho-Neuro-Cerebrovascular Disease-003,2026,Gynecology - 7 January (E),Pathology,Nervous System,Cerebrovascular Disease,A patient presents with an acute ischemic stroke. What type of paralysis is seen initially?,Spastic paralysis,Flaccid paralysis,Rigid paralysis,Clasp-knife rigidity,Decerebrate rigidity,B,"In the acute phase of an upper motor neuron lesion (ischemic stroke), paralysis is initially flaccid due to spinal shock; spasticity develops later."
Patho-Neuro-Cerebrovascular Disease-004,2026,Radiology - 5 January (M),Pathology,Nervous System,Cerebrovascular Disease,Thalamic lesion leading to coma is usually due to:,PCA infarct,MCA infarct,ACA infarct,Acom artery infarct,,A,
Patho-Neuro-Cerebrovascular Disease-005,2026,Anesthesia - 5 January (M),Pathology,Nervous System,Cerebrovascular Disease,"A patient presented with upper limb weakness, slurring of speech, and hemianopia. Which of the following arteries is most commonly involved?",Anterior cerebral artery,Middle cerebral artery,Posterior cerebral artery,Basilar artery,,B,
Patho-Neuro-Cerebrovascular Disease-006,2026,Radiology - 5 January (M),Pathology,Nervous System,Cerebrovascular Disease,Worst headache of life is most likely due to:,Subarachnoid hemorrhage,Migraine,Tension headache,Cluster headache,,A,
Patho-Neuro-Cerebrovascular Disease-007,2026,Radiology - 6 January (M),Pathology,Nervous System,Cerebrovascular Disease,"A young male presents with headache for 1 day which has been increasing in severity to such an extent that now it is unbearable and he is saying it ""Worst headache of my life"" and is associated with vomiting. He is irritable, has photophobia and neck stiffness. How to diagnose?",LP,CT scan brain,X-ray neck,Fast scan,,B,
Patho-Neuro-Cerebrovascular Disease-008,2026,Radiology - 6 January (M),Pathology,Nervous System,Cerebrovascular Disease,A patient presents with sudden severe headache and neck stiffness. The most appropriate initial investigation for subarachnoid hemorrhage (SAH) is?,Non-contrast CT scan,MRI brain,Lumbar puncture,Angiography,,A,Non-contrast CT is sensitive for acute SAH within the first 24 hours. Lumbar puncture is used if CT is negative but suspicion remains.
Patho-Neuro-Cerebrovascular Disease-009,2026,Surgery - 6 January (E),Pathology,Nervous System,Cerebrovascular Disease,The patient experienced a transient ischemic attack and has a carotid bruit on examination. What is the next best diagnostic test?,Carotid Doppler,Carotid angiogram,CT scan,Urinalysis,,A,
Patho-Neuro-Cerebrovascular Disease-010,2026,Radiology - 6 January (M),Pathology,Nervous System,Cerebrovascular Disease,"A 62-year-old diabetic patient experiences sudden right-sided weakness and speech difficulty, lasting 20 minutes and fully resolving. Diagnosis?",Ischemic stroke,Hemorrhagic stroke,Migraine with aura,Transient ischemic attack (TIA),,D,"TIA = transient neurological deficit <24 hours, no permanent infarction. Important warning sign for future stroke."
Patho-Neuro-Cerebrovascular Disease-011,2026,Gynecology - 5 January (M),Pathology,Nervous System,Cerebrovascular Disease,"A patient presents with diplopia, then suddenly collapses into deep coma. Which artery is most likely involved?",PCA,MCA,ACA,Basilar artery,Vertebral artery,D,Basilar artery occlusion causes coma and cranial nerve deficits.
Patho-Neuro-Cerebrovascular Disease-012,2026,Radiology - 6 January (M),Pathology,Nervous System,Cerebrovascular Disease,"A patient presented in semi-conscious condition with Subclavian steal syndrome, blood supply to which artery is causing this condition:",Internal carotid artery,Vertebral artery,Maxillary artery,Facial artery,External carotid artery,B,
Patho-Neuro-Cerebrovascular Disease-013,2026,Radiology - 5 January (M),Pathology,Nervous System,Cerebrovascular Disease,Most common aneurysm rupture occurs in:,Anterior communicating artery,Middle cerebral artery,Posterior cerebral artery,Basilar artery,,A,
Patho-Neuro-CNS Tumors-001,2026,Radiology - 6 January (M),Pathology,Nervous System,CNS Tumors,A 55-year-old patient presents with a slowly growing intracranial mass. Histology shows whorled patterns of spindle-shaped cells. Meningiomas typically arise from which of the following structures?,Pia mater,Dura mater,Arachnoid granulations,Choroid plexus,,C,"Meningiomas arise from arachnoid cap cells (found in arachnoid villi/granulations). They are usually benign, slow-growing, extra-axial tumors attached to the dura."
Patho-Neuro-CNS Tumors-002,2026,Gynecology - 6 January (M),Pathology,Nervous System,CNS Tumors,"A child presents with headache, visual disturbances, and hormonal deficiencies. Imaging suggests a craniopharyngioma. Histopathology shows epithelial cells with a characteristic cytoplasmic appearance. Which of the following cellular features is most consistent with craniopharyngioma?",Spindle-shaped cells,Small round blue cells,Large cells with granular cytoplasm,Multinucleated giant cells,Clear cells with glycogen,C,Craniopharyngioma originates from Rathke's pouch remnants and shows epithelial cells with granular cytoplasm.
Patho-Neuro-CNS Tumors-003,2026,Medicine - 5 January (E),Pathology,Nervous System,CNS Tumors,Which of the following tumor markers is most associated with astrocytoma?,AFP,GFAP,CEA,NSE,,B,"<div class=""explanation-container""><div class=""explanation-text""><div style=""color:#16a34a;font-weight:800;margin-bottom:6px;"">✔ Correct Answer: GFAP</div><div style=""margin-bottom:8px;""><b>Explanation:</b> Astrocytomas arise from glial cells and are strongly positive for GFAP, a marker of astrocytes.</div><div style=""margin-bottom:10px;padding:8px 10px;background:#ecfdf5;border-left:4px solid #16a34a;border-radius:6px;""><b>Clinical Pearl:</b> GFAP positivity confirms glial origin tumors.</div><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ AFP:</b></div>Marker for yolk sac tumors and hepatocellular carcinoma.<br><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ CEA:</b></div>Seen in adenocarcinomas, especially GI tract.<br><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ NSE:</b></div>Seen in neuroendocrine tumors and small cell carcinoma.</div></div></div>"
Patho-Neuro-Cranial Nerves-001,2026,Anesthesia - 5 January (M),Pathology,Nervous System,Cranial Nerves,"A 40-year-old man presents with right-sided facial weakness, inability to close the right eye, loss of taste on the anterior two-thirds of the tongue, and decreased lacrimation. Corneal reflex is absent on the right. What is the most likely site of lesion?",Stylomastoid foramen,Geniculate ganglion,Internal auditory meatus (affecting CN VII and VIII),Vestibular ganglion,Superior salivatory nucleus,C,
