QuestionID,Year,Exam,Subject,Chapter,Topic,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation,Hint,
BCH-MS1-079,2025,Medicine - 08/25 - August 5 - Evening,Biochemistry,Metabolic System,,"Among the following, which amino acid is classified as essential in humans?",Tyrosine,Arginine,Leucine,Glutamine,Proline,C,,,
BCH-MS1-080,2026,Radiology - 07/26 - July 07 - Morning,Biochemistry,Metabolic System,,"Due to the absence of mitochondria in red blood cells, what is the end product of glycolysis?",Pyruvate,Lactate,ADP,Glycogen,,B,"RBCs lack mitochondria and rely entirely on anaerobic glycolysis, converting pyruvate into lactate to regenerate NAD+.",,
BCH-MS1-081,2026,"Radiology - 01/26 - January 5 - Morning, Radiology - 01/26 - January 6 - Morning",Biochemistry,Metabolic System,,"A 6-month-old infant presents with hypoglycemia, hepatomegaly, and lactic acidosis. Lab shows elevated uric acid and triglycerides. Which enzyme deficiency is responsible?",Glucose-6-phosphatase,Glucokinase,Hexokinase,Glycogen phosphorylase,,A,,,
BCH-MS1-082,2026,Gynecology - 04/26 - April 8 - Morning,Biochemistry,Metabolic System,,"During prolonged starvation or uncontrolled diabetes, the body switches from glucose metabolism to the breakdown of fats for energy. This process is",Fat inhibition,Fat utilization,Protein synthesis,Glycogenesis,,B,,,
BCH-MS1-083,2026,Gynecology - 04/26 - April 8 - Morning,Biochemistry,Metabolic System,,"A neonate presents with craniofacial dysmorphism, hypotonia, and seizures. Laboratory testing suggests a defect in the biogenesis of organelles responsible for long-chain fatty acid oxidation. Which organelle is affected in Zellweger syndrome?",Lysosomes,Mitochondria,Peroxisomes,Golgi apparatus,,C,,,
BCH-MS1-084,2025,Medicine - 08/25 - August 5 - Evening,Biochemistry,Metabolic System,,"Patient with cardiac failure, cortical defects, hypotonia, failure to thrive diagnosed as Zellweger syndrome. Caused by accumulation of long-chain fatty acids due to defect in",Peroxisomes,Mitochondria,Lysosomes,Golgi body,,A,,,
BCH-MS1-085,2025,Surgery - 08/25 - August 7 - Morning,Biochemistry,Metabolic System,,A patient with right iliac fossa pain is diagnosed with acute appendicitis. What type of inflammation is most likely?,Serous,Suppurative,Fibrinous,Granulomatous,,B,,,
BCH-MS1-086,2026,Medicine - 01/26 - January 5 - Evening,Biochemistry,Metabolic System,,Decrease fat in diet will decrease:,LDL,VLDL,Chylomicrons,HDL,,C,,,
BCH-MS1-087,2026,Surgery - 04/26 - April 8 - Morning,Biochemistry,Metabolic System,,Which lipoprotein contains the highest percentage of cholesterol?,LDL,VLDL,Chylomicrons,HDL,,A,,,
BCH-MS1-088,2025,"Surgery - 08/25 - August 6 - Evening, Medicine - 08/25 - August 6 - Evening",Biochemistry,Metabolic System,,"A 4-month old male infant is brought by his mother due to poor feeding, seizures, and developmental delay, on examination he has hypotonia, hypothermia and kinky hair lab tests reveals low serum copper levels and ceruloplasmin levels, which of the following is your diagnosis?",Wilson disease,Hartnup disease,Menkes disease,Hemochromatosis,,C,,,
BCH-MS1-089,2026,Medicine - 01/26 - January 5 - Evening,Biochemistry,Metabolic System,,"What is the diagnosis for a 4-month-old male infant brought by his mother with poor feeding, seizures, kinky hair, hypotonia, and low serum copper and ceruloplasmin levels?",Wilson disease,Hartnup disease,Menkes disease,Hemochromatosis,,C,,,
BCH-MS1-090,2025,"Medicine - 08/25 - August 6 - Evening, Surgery - 08/25 - August 6 - Evening",Biochemistry,Metabolic System,,A patient has increased hepatic glycogen with normal structure of liver no increase in serum glucose occurs after giving fructose which enzyme will be deficient?,LDH,Fructokinase,Glucose 6 Phosphatase,Hexokinase,G6PD,C,,,
BCH-MS1-091,2026,Gynecology - 01/26 - January 5 - Morning,Biochemistry,Metabolic System,,In Gauche disease there is deficiency of:,Hexosaminidase-A,Glucocerebrosidase,Fructokinase,Hexokinase,Glucokinase,B,,,
BCH-MS1-092,2026,Surgery - 04/26 - April 8 - Morning,Biochemistry,Metabolic System,,"A child experiences severe hypoglycemia, vomiting, and jaundice after being introduced to fruit juices. Which enzyme is most likely deficient?",Fructokinase,Aldolase B,Galactokinase,Hexokinase,,B,,,
BCH-MS1-093,2026,"Gynecology - 01/26 - January 6 - Morning, Radiology - 07/26 - July 08 - Morning",Biochemistry,Metabolic System,,An alcoholic patient presents with lactic acidosis. Which enzyme is most likely affected?,Lactate dehydrogenase,Pyruvate kinase,Pyruvate dehydrogenase,Hexokinase,,C,,,
BCH-MS1-094,2026,"Anesthesia - 04/26 - April 7 - Morning, Radiology - 04/26 - April 7 - Morning",Biochemistry,Metabolic System,,Crumpled tissue Paper like macrophages. Gaucher disease is caused by deficiency of which enzyme.,Hexosaminadase-A,Glucocerebrosidase,Sphingomyelinase,Hexosaminidase,Glucokinase,B,,,
BCH-MS1-095,2026,Medicine - 04/26 - April 8 - Night,Biochemistry,Metabolic System,,A patient with familial hyperlipoproteinemia type I shows which lipid abnormality?,High LDL only,High HDL,High chylomicrons with elevated triglycerides,High VLDL only,High IDL,C,,,
BCH-MS1-096,2026,Gynecology - 07/26 - July 08 - Morning,Biochemistry,Metabolic System,,Catecholamines are synthesized from which amino acid?,Tryptophan,Phenylalanine,Tyrosine,Histidine,,C,"Epinephrine, norepinephrine, and dopamine (catecholamines) are directly synthesized from the amino acid tyrosine.",,
BCH-MS1-097,2026,Radiology - 07/26 - July 07 - Morning,Biochemistry,Metabolic System,,A patient presents with hyperuricemia and self-mutilating behavior. Deficiency of which enzyme is responsible?,Hypoxanthine-guanine phosphoribosyltransferase (HGPRT),Xanthine oxidase,Ornithine transcarbamylase,HMG-CoA reductase,,A,"HGPRT deficiency causes Lesch-Nyhan syndrome, characterized by hyperuricemia, intellectual disability, dystonia, and self-mutilation.",,
BCH-MS1-098,2026,Anesthesia - 04/26 - April 7 - Morning,Biochemistry,Metabolic System,,A patient presents with mental retardation and urine that has a burnt sugar-like smell. The likely diagnosis is,Maple syrup urine disease,Alkaptonuria,Phenylketonuria,Homocystinuria,,A,,,
BCH-MS1-099,2026,Medicine - 04/26 - April 8 - Evening,Biochemistry,Metabolic System,,The Ferric Chloride test is traditionally used in urine screening to detect which metabolic disorder?,Alkaptonuria,Phenylketonuria,Albinism,Homocystinuria,,B,,,
BCH-MS1-100,2026,Radiology - 01/26 - January 5 - Morning,Biochemistry,Metabolic System,,A newborn has a musty odor in urine. Which enzyme is deficient?,Phenylalanine hydroxylase,Branched-chain α-ketoacid dehydrogenase,Tyrosinase,Homogentissate oxidase,,A,,,
BCH-MS1-101,2025,Medicine - 08/25 - August 5 - Morning,Biochemistry,Metabolic System,,"A young child was brought to hospital. He was having kinky hair, low body temperature, mental retardation and low serum copper. What is he most likely suffering from?",Down's syndrome,Turner syndrome,Wilsons disease,Hypothyroidism,Menkes syndrome,E,,,
BCH-MS1-102,2026,Anesthesia - 07/26 - July 07 - Evening,Biochemistry,Metabolic System,,"A Marathon participated in race, he is having abnormality regarding the Glycogen store. what should be the characteristics so that he can achieve maximum results?",Increase glycogen store,increase insulin,increase somatostatin,Increase glycogen and decreased insulin,,D,,,
BCH-MS1-103,2026,Medicine - 07/26 - July 9 - Afternoon,Biochemistry,Metabolic System,,"A 22 year old male with type 1 diabetes on ketogenic diet presents with polyuria, polydipsia, abdominal pain, and Kussmaul breathing. Labs: glucose 450 mg/dL, pH 7.20, HCO3- 12, positive urine ketones.Which metabolic intermediate is increased and drives ketone body formation in this patient?",Increased conversion of acetyl-CoA to β-hydroxybutyrate,Increased conversion of acetyl-CoA to malonyl-CoA,Increased utilization of ketone bodies by peripheral tissues,Increased conversion of pyruvate to acetyl-CoA,Decreased breakdown of fatty acids,A,,,
BCH-MS1-104,2025,Medicine - 08/25 - August 5 - Morning,Biochemistry,Metabolic System,,"A 45 year old chronic alcoholic man presents to the emergency department with unconsciousness. He has not eaten for the past 3 days. On examination, he is hypotensive and hypoglycemic. Which of the following best describes the predominant metabolic state in his body?",Increased glycolysis and insulin secretion,Increased glycogenolysis and lipogenesis,Increased fatty acid oxidation and ketone body production,Increased glucose uptake and protein synthesis,Increased pyruvate to lactate conversion via aerobic glycolysis,C,,,
BCH-MS1-105,2026,Surgery - 01/26 - January 7 - Evening,Biochemistry,Metabolic System,,"A person consumed a large amount of garlic, which inhibits HMG-CoA reductase. What is the expected metabolic effect?",DEC Cholesterol synthesis,Ketone formation,Triglyceride synthesis,Increased vitamin C synthesis,,A,,,
BCH-MS1-106,2026,Surgery - 04/26 - April 8 - Morning,Biochemistry,Metabolic System,,"A patient presents with dark-colored urine, abdominal pain, and neuropsychiatric symptoms. Laboratory tests show elevated levels of porphobilinogen. What is the diagnosis?",Lead poisoning,Hemolytic anemia,Acute Intermittent Porphyria,Iron deficiency anemia,,C,,,
BCH-MS1-107,2025,Surgery - 08/25 - August 7 - Morning,Biochemistry,Metabolic System,,Which of the following is underlying pathology for phenotype of tumor syndrome?,Monosomy of Y,Monosomy of X,Trisomy,Isochromosome,,C,,,
BCH-MS1-108,2026,Gynecology - 01/26 - January 6 - Morning,Biochemistry,Metabolic System,,Into which category of amino acids is tyrosine classified?,Essential,Conditionally essential,Non-essential,Ketogenic only,,B,,,
BCH-MS1-109,2025,Medicine - 08/25 - August 4 - Evening,Biochemistry,Metabolic System,,A 28 year old man participates in a 24-hour fast. His blood glucose level remains normal. Which combination of substrates and cofactors is most important for hepatic gluconeogenesis at this time?,Fatty acids → acetyl-CoA; niacin (B3),"Amino acids, glycerol, lactate; biotin (B7), vitamin B6, vitamin B12",Glucose-6-phosphate only; no cofactors,Ketone bodies; thiamine (B1),,B,,,
BCH-MS1-110,2026,Medicine - 04/26 - April 9 - Night,Biochemistry,Metabolic System,,"A surgeon is performing a long operation for 15 hours after having fasted for about 30 hours. After this prolonged fasting, what is the primary source of energy for the body?",Glycogenolysis,Gluconeogenesis,Amino acid oxidation only,Ketone body utilization only,Lipogenesis,B,,,
BCH-MS1-111,2026,"Gynecology - 01/26 - January 6 - Morning, Medicine - 01/26 - January 5 - Evening",Biochemistry,Metabolic System,,Person has taken increase amount of garlic as it inhibits HMG Co-A reductase. It will result in?,dec Cholesterol synthesis,Triglycerides synthesis,Increase cholesterol synthesis,Ketones formation,,A,,,
BCH-MS1-112,2026,Medicine - 07/26 - July 10 - Morning,Biochemistry,Metabolic System,,"During prolonged fasting, gluconeogenesis primarily occurs in which organs?",Liver only,Skeletal muscle and liver,Liver and kidney,Kidney only,,C,,,
BCH-MS1-113,2026,Medicine - 04/26 - April 8 - Evening,Biochemistry,Metabolic System,,"During intense exercise where oxygen delivery to the muscle is limited, what is the end product of anaerobic glycolysis?",Glactose,Pyruvate,Glucose,Lactate,,D,,,
BCH-MS1-114,2026,Surgery - 04/26 - April 8 - Morning,Biochemistry,Metabolic System,,A chronic alcoholic is brought to the hospital after a binge-drinking episode. Laboratory tests show an increased anion gap metabolic acidosis. This is primarily due to the accumulation of which substance?,Hydrochloric acid,Bicarbonate,Carbonic acid,Lactic acid,,D,,,
BCH-MS1-115,2026,"Anesthesia - 04/26 - April 7 - Morning, Radiology - 04/26 - April 7 - Morning",Biochemistry,Metabolic System,,Type 1 hyperlipidemia with increased VLDL & TG is due to,Deficiency of Lipoprotein lipase,Apo C1 mutation,Apo E deficiency,LDL receptor deficiency,Deficiency of Apo B,A,,,
BCH-MS1-116,2026,Gynecology - 04/26 - April 8 - Morning,Biochemistry,Metabolic System,,"A patient presents with abdominal pain, neuropsychiatric symptoms, and ""port-wine"" colored urine. The primary biochemical defect is an accumulation of Porphobilinogen and delta-aminolevulinic acid (ALA). What is the diagnosis?",Acute Intermittent Porphyria,Porphyria Cutanea Tarda,Erythropoietic Protoporphyria,Lead Poisoning,,A,,,
BCH-MS1-117,2026,Radiology - 01/26 - January 5 - Morning,Biochemistry,Metabolic System,,Which of the following is a non essential amino acid?,Lysine,Methionine,Tyrosine,Leucine,,C,,,
BCH-MS1-118,2026,"Gynecology - 01/26 - January 6 - Morning, Medicine - 01/26 - January 5 - Evening",Biochemistry,Metabolic System,,A marathon runner has been running continuously for several hours. His muscle and liver glycogen stores are completely depleted. Which of the following metabolic processes will now primarily provide energy for continued muscle activity?,Glycolysis,Glycogenesis,Gluconeogenesis,Lipogenesis,,C,,,
BCH-MS1-119,2026,Medicine - 07/26 - July 7 - Evening,Biochemistry,Metabolic System,,"During the early hours of fasting, which process primarily maintains blood glucose?",Glycolysis,Hepatic glycogenolysis,Gluconeogenesis,Lipolysis,,B,,,
BCH-MS1-120,2025,Medicine - 08/25 - August 6 - Morning,Biochemistry,Metabolic System,,Which enzyme is responsible for hydrolyzing sphingomyelin into ceramide and phosphorylcholine?,Phospholipase A2,Sphingomyelinase,Lecithinase,Lipoprotein lipase,Acetylcholinesterase,B,,,
BCH-MS1-121,2025,Medicine - 08/25 - August 6 - Morning,Biochemistry,Metabolic System,,A 5 year old child presents with recurrent episodes of abdominal pain and pancreatitis. Physical examination reveals eruptive xanthomas and hepatosplenomegaly. Laboratory tests show markedly elevated serum triglycerides (>1000 mg/dL) and mildly appearing plasma. A deficiency of which enzyme is most likely responsible?,Hepatic lipase,Hormone-sensitive lipase,Lipoprotein lipase,Lipoxygenase,Acetyl-CoA carboxylase,C,,,
BCH-MS1-122,2026,Surgery - 04/26 - April 8 - Morning,Biochemistry,Metabolic System,,Ketosis is best described as a metabolic state resulting from,Ketogenicity of pyruvate in liver,Decrease utilization of fatty acids,Decreased utilization of carbs,Malabsorption of fats,,C,,,
BCH-MS1-123,2025,Medicine - 08/25 - August 6 - Morning,Biochemistry,Metabolic System,,"A patient presents with photosensitive dermatitis, cerebellar ataxia, and pellagra-like symptoms. Urine analysis reveals increased neutral amino acids, including tryptophan. Which of the following is the most likely diagnosis?",Cystinuria,Alkaptonuria,Phenylketonuria,Maple syrup urine disease,Hartnup disease,E,,,
BCH-MS1-124,2025,Medicine - 08/25 - August 6 - Evening,Biochemistry,Metabolic System,,A 3 year old child presents with hypoglycemia and hepatomegaly. Laboratory investigations reveal deficiency of glucose-6-phosphatase enzyme. What is the most likely diagnosis?,Von Gierke disease,Pompe disease,Cori disease,McArdle disease,Fabry disease,A,,,
BCH-MS1-125,2025,Medicine - 08/25 - August 5 - Evening,Biochemistry,Metabolic System,,"A 6-month-old infant presents with recurrent episodes of hypoglycemia, hepatomegaly, and lactic acidosis. On examination, the liver is enlarged, and the child has a high bilirubin level. Which of the following is the most likely diagnosis?",Von Gierke disease (Type I),Pompe disease (Type II),Corticobulbar palsy (Type III),McArdle disease (Type IV),Anderson disease (Type V),A,,,
BCH-MS1-126,2026,Surgery - 07/26 - July 09 - Afternoon,Biochemistry,Metabolic System,,"A 6-month-old infant presents with recurrent episodes of severe hypoglycemia, hepatomegaly, and lactic acidosis (32ng/dl) On examination, the liver is enlarged, and the child has slow growth rate Which of the following is the most likely diagnosis?",Von Gierke disease (Type I),Pompe disease (Type II),Cori disease (Type III),McArdle disease (Type V),Andersen disease (Type IV),A,,,
BCH-MS1-127,2026,Medicine - 07/26 - July 9 - Afternoon,Biochemistry,Metabolic System,,"A 6-month-old infant presents with recurrent episodes of severe hypoglycemia, hepatomegaly, and lactic acidosis(32mg/dl) On examination, the liver is enlarged, and the child has slow growth rate Which of the following is the most likely diagnosis?",Von Gierke disease (Type I),Pompe disease (Type II),Cori disease (Type III),McArdle disease (Type V),Andersen disease (Type IV),A,,,
BCH-MS1-128,2025,Medicine - 08/25 - August 6 - Morning,Biochemistry,Metabolic System,,"A 7-month-old infant presents with progressive neurodegeneration, exaggerated startle reflex, and developmental regression. Fundoscopy reveals a cherry-red spot on the macula. Laboratory testing shows a deficiency of hexosaminidase A enzyme. What is the most likely diagnosis?",Nicaminn-Pick disease,Tay-Sachs disease,Gaucher disease,Metachromatic leukodystrophy,Krabbe disease,B,,,
BCH-MS1-129,2025,Medicine - 08/25 - August 4 - Evening,Biochemistry,Metabolic System,,"A neonate is noted to have poor feeding, vomiting, hypotonia, and a urine odor described by the parents as sweet or like burnt sugar. Newborn screening suggests an inborn error of branched-chain metabolism. Which enzyme deficiency best explains the presentation?",Phenylalanine hydroxylase,Branched-chain dehydrogenase (BCKDH) complex,Homogentisate oxidase,Methylmalonyl-CoA mutase,Pyruvate carboxylase,B,,,
BCH-MS1-130,2025,Medicine - 08/25 - August 5 - Morning,Biochemistry,Metabolic System,,"A 16 year old girl avoids gym classes due to complaints of easy fatigability and dizziness after exertion. On examination, she has no anemia or cardiac issues. Lab investigations reveal: Lipid vacuoles in muscle biopsy, Elevated triglycerides (TGAs), Borderline low blood glucose. What is she most likely suffering from?",Myophosphorylase deficiency,Medium chain acyl Co-A dehydrogenase deficiency,McArdle disease,Mitochondrial myopathy,D(Hyper Biochemistry),D,,,
BCH-MS1-131,2026,Anesthesia - 07/26 - July 07 - Evening,Biochemistry,Metabolic System,,A 22 year old man develops severe muscle cramps and pain after running a short distance. He reports that his urine becomes dark-colored after strenuous exercise. Laboratory investigations reveal a markedly elevated serum creatine kinase (CK) level. His fasting blood glucose is normal. Which of the following enzyme deficiencies is the most likely cause of his condition?,Glucose-6-phosphatase,Acid α-glucosidase (acid maltase),Debranching enzyme,Muscle glycogen phosphorylase (myophosphorylase),Branching enzyme,D,,,
BCH-MS1-132,2026,Radiology - 04/26 - April 8 - Evening,Biochemistry,Metabolic System,,"During a period of long-term fasting, which of the following serves as the primary energy source?",Alanine in the blood stream,Fatty acids,Glycogen,Muscle protein,,B,,,
BCH-MS1-133,2025,Medicine - 08/25 - August 6 - Morning,Biochemistry,Metabolic System,,"A 4 year old child presents with short stature, hepatosplenomegaly, and developmental delay. Enzyme assay shows about 20% activity of a key lysosomal enzyme. Patient is diagnosed as a case of mucopolysaccharidoses. Which enzyme is most likely deficient in this condition?",Iduronidase,Iduronate sulfatase,Beta-glucuronidase,N-acetylgalactosamine-6-sulfatase,Heparan N-sulfatase,C,,,
BCH-MS1-134,2025,Medicine - 08/25 - August 4 - Evening,Biochemistry,Metabolic System,,"A 2-day-old male newborn develops lethargy, poor feeding, and vomiting. Laboratory evaluation reveals hyperammonemia, low citrulline levels, and elevated orotic acid in urine. The father recalls that his maternal uncle died in infancy with similar symptoms. Which of the following enzyme deficiencies is the most likely cause?",Argininosuccinate lyase deficiency,Carbamoyl phosphate synthetase I deficiency,Ornithine transcarbamylase deficiency,N-acetylglutamate synthase deficiency,Arginase deficiency,C,,,
BCH-MS1-135,2025,Medicine - 08/25 - August 4 - Evening,Biochemistry,Metabolic System,,A young adult presents with recurrent lactic acidosis and neurologic symptoms. Laboratory workup suggests impaired decarboxylation of pyruvate. Supplementation with which vitamin is most likely to improve activity of the deficient enzyme?,Pyridoxine (B6),Riboflavin (B2),Thiamine (B1),Niacin (B3),Biotin (B7),C,,,
BCH-MS1-136,2026,Medicine - 04/26 - April 7 - Morning,Biochemistry,Metabolic System,,A toxin inhibits mitochondrial electron transport at Complex III. Which inhibitor is most likely responsible?,Rotenone,Antimycin A,Cyanide,Oligomycin,,B,,,
BCH-MS1-137,2026,Anesthesia - 07/26 - July 07 - Morning,Biochemistry,Metabolic System,,"A 3 year old boy is brought to the pediatric clinic because of developmental delay, involuntary movements, self-mutilation (biting his lips and fingers), and recurrent episodes of gout-like arthritis. Laboratory investigations reveal hyperuricemia. Which of the following enzyme deficiencies is the most likely cause of his condition?",Adenosine deaminase (ADA) deficiency,Xanthine oxidase deficiency,Hypoxanthine-guanine phosphoribosyltransferase (HGPRT) deficiency,Orotate phosphoribosyltransferase deficiency,,C,,,
BCH-MS1-138,2026,Anesthesia - 07/26 - July 07 - Evening,Biochemistry,Metabolic System,,"A patient has normal oxygen supply to all tissues. During aerobic metabolism, glycolysis proceeds normally in the cytoplasm. What is the end product of glycolysis under aerobic conditions?",Lactate,Acetyl-CoA,Pyruvate,Oxaloacetate,Citrate,C,,,
BCH-MS1-139,2026,Surgery - 07/26 - July 09 - Afternoon,Biochemistry,Metabolic System,,"A 22 year old male with type 1 diabetes presents with polyuria, polydipsia, abdominal pain, and Kussmaul breathing. Labs: glucose 450 mg/dL, pH 7.20, HCO3 12, positive urine ketones.Which metabolic intermediate is increased and drives ketone body formation in this patient?",Insulin,Acetyl-CoA,Malonyl-CoA,Oxaloacetate,,B,,,
BCH-MS1-140,2026,Medicine - 01/26 - January 5 - Evening,Biochemistry,Metabolic System,,Red blood cells depend entirely on anaerobic metabolism. What is the end product of anaerobic glycolysis in RBCs?,Pyruvate,Lactate,Acetyl-CoA,Oxaloacetate,,B,,,
BCH-MS1-141,2026,Radiology - 01/26 - January 6 - Morning,Biochemistry,Metabolic System,,"After fasting for 24 hours, a patient’s metabolic profile shows that pyruvate carboxylase activity is intact, but gluconeogenesis from certain amino acids is impaired. Which of the following vitamin deficiencies would most likely explain this finding?",Niacin,Folate,Riboflavin,Pantothenic acid,,A,,,
BCH-MS1-142,2026,Surgery - 04/26 - April 7 - Night,Biochemistry,Metabolic System,,Which of the following amino acids is non-essential?,Lysine,Valine,Leucine,Phenylalanine,Tyrosine,E,,,
BCH-MS1-143,2026,Radiology - 07/26 - July 07 - Morning,Biochemistry,Metabolic System,,Which of the following is a non-essential amino acid?,Histidine,Alanine,Leucine,Phenylalanine,,B,Alanine is synthesized by the body and is therefore non-essential. Phenylalanine is essential.,,
BCH-MS1-144,2026,Medicine - 07/26 - July 10 - Morning,Biochemistry,Metabolic System,,Which sequence correctly represents catecholamine synthesis?,Tyrosine → Dopamine → DOPA → Epinephrine → Norepinephrine,Tyrosine → DOPA → Dopamine → Norepinephrine → Epinephrine,Tyrosine → DOPA → Epinephrine → Dopamine → Norepinephrine,Phenylalanine → Tyrosine → Epinephrine → Dopamine → Norepinephrine,,B,,,
BCH-MS1-145,2026,Gynecology - 04/26 - April 8 - Evening,Biochemistry,Metabolic System,,"PKU, is caused by the deficiency of which enzyme",Tyrosinase,Transaminase,Decarboxylase,Phenylalanine hydroxylase,,D,,,
BCH-MS1-146,2026,Medicine - 01/26 - January 7 - Morning,Biochemistry,Metabolic System,,"A 6-month-old male infant presents with a history of recurrent seizures, developmental regression, and failure to thrive since about three months of age. On physical examination, the physician notes severe hypotonia (floppy baby), peculiar facial features, and most distinctively, hair that is sparse, coarse, and feels kinky hair. Blood work is ordered and is expected to show low levels of copper and ceruloplasmin. What is the diagnosis?",Wilson Disease,Menkes Disease,Congenital Adrenal Hyperplasia,Phenylketonuria,,B,,,
BCH-MS1-147,2026,Surgery - 04/26 - April 7 - Night,Biochemistry,Metabolic System,,In phenylketonuria enzyme deficiency is,Alpha ketoacid dehydrogenase,Phenylalanine hydroxylase,Homogametic acid synthase,Propyl hydroxylase,,B,,,
BCH-MS1-148,2026,"Anesthesia - 04/26 - April 7 - Morning, Radiology - 04/26 - April 7 - Morning",Biochemistry,Metabolic System,,Maple syrup urine diseases is an inborn error of metabolism Which enzyme is deficient,Homogenetisic acid oxidase,Aromatic amino acid ketolase,Branched chain alpha ketoacid dehydrogenase,Propyl hydroxylase,,C,,,
BCH-MS1-149,2026,Medicine - 07/26 - July 10 - Morning,Biochemistry,Metabolic System,,"During the first 12–24 hours of starvation, what is the primary source of energy for the body?",Gluconeogenesis,Glycogenolysis,Ketone body utilization,Protein breakdown only,Lipogenesis,B,,,
BCH-MS1-150,2026,Medicine - 04/26 - April 9 - Night,Biochemistry,Metabolic System,,"In the early phase of starvation (first 12-24 hours), what is the primary source of energy for the body?",Gluconeogenesis,Glycogenolysis,Ketone body utilization,Protein breakdown only,Lipogenesis,B,,,
BCH-MS1-151,2026,Medicine - 01/26 - January 8 - Morning,Biochemistry,Metabolic System,,"Male child with self mutilation, neurological dysfunction, hyperuricemia, and dystonia?",Adenosine deaminase,HGPRT,Xanthine oxidase,PRPP synthase,Glucose 6-phosphate,B,,,
BCH-MS1-152,2026,Surgery - 01/26 - January 7 - Evening,Biochemistry,Metabolic System,,A child presents with self-mutilation and elevated uric acid levels. Which enzyme deficiency is responsible?,HGPRT (Hypoxanthine-guanine phosphoribosyltransferase),Adenine phosphoribosyltransferase,Xanthine oxidase,PRPP synthetase,,A,,,
BCH-MS1-153,2026,Gynecology - 07/26 - July 08 - Evening,Biochemistry,Metabolic System,,A child with self-mutilation and hyperuricemia most likely has deficiency of:,Adenosine deaminase,HGPRT,Xanthine oxidase,PRPP synthetase,,B,,,
BCH-MS1-154,2026,Anesthesia - 07/26 - July 07 - Evening,Biochemistry,Metabolic System,,A child has megaloblastic anemia unresponsive to vitamin B12 or folate. Urine shows increased orotic acid. The underlying defect is impaired:,Heme synthesis,Homocysteine metabolism,Pyrimidine (UMP) synthesis due to UMP synthase deficiency,Purine synthesis,,C,,,
BCH-MS1-155,2026,"Anesthesia - 04/26 - April 7 - Morning, Radiology - 04/26 - April 7 - Morning, Gynecology - 01/26 - January 6 - Morning, Radiology - 07/26 - July 08 - Morning",Biochemistry,Metabolic System,,Pyruvate carboxylase requires which coenzyme for its activity?,Thiamine,Biotin,Riboflavin,Pyridoxine,,B,,,
BCH-MS1-156,2026,Surgery - 01/26 - January 6 - Evening,Biochemistry,Metabolic System,,A chronic alcoholic presents with neurologic symptoms and deficient pyruvate dehydrogenase activity. Which vitamin is most likely lacking?,Thiamine (B1),Riboflavin (B2),Niacin (B3),Pyridoxine (B6),,A,,,
BCH-MS1-157,2026,Gynecology - 04/26 - April 8 - Morning,Biochemistry,Metabolic System,,"A patient presents with the ""3 Ds"". Dermatitis, Diarrhea, and Dementia. This clinical triad is due to a deficiency of",Thiamine (B1),Riboflavin (B2),Niacin (B3),Pyridoxine (B6),,C,,,
BCH-MS1-158,2026,Radiology - 07/26 - July 07 - Morning,Biochemistry,Metabolic System,,"A patient has low hemoglobin. Bone marrow examination shows megaloblastic cells, there is no response to folate or vitamin therapy, BUN is normal, and urinary orotic acid is elevated. Which metabolic pathway is most likely defective?",Heme synthesis,Urea cycle,Purine synthesis,Pyrimidine synthesis,,D,Orotic aciduria is caused by UMP synthase deficiency. This impairs de novo pyrimidine synthesis. Patients develop megaloblastic anemia unresponsive to folate or vitamin B12.,,
BCH-MS1-159,2026,"Medicine - 07/26 - July 9 - Afternoon, Surgery - 07/26 - July 09 - Afternoon",Biochemistry,Metabolic System,,"A young patient develops muscle cramps and fatigue after strenuous exercise, followed by the appearance of myoglobinuria. Labs showing marked elevated CPK . Which enzyme deficiency is most likely responsible?",Glycogen phosphorylase deficiency,Glucose-6-phosphatase deficiency,Phosphofructokinase-1 deficiency,Pyruvate dehydrogenase deficiency,,A,,,
BCH-MS1-160,2026,Gynecology - 04/26 - April 8 - Morning,Biochemistry,Metabolic System,,"In the liver and pancreatic beta-cells, which enzyme has a high Km for glucose, acting as a ""glucose sensor"" that only functions when blood sugar is high?",Hexokinase,Glucokinase,Phosphofructokinase,Pyruvate Kinase,,B,,,
BCH-MS1-161,2026,Medicine - 07/26 - July 9 - Morning,Biochemistry,Metabolic System,,A 35 year old patient has elevated pyruvate and lactate levels with neurological manifestations. Which enzyme deficiency is the most likely cause?,Carnitine palmitoyltransferase I,Glucose-6-phosphate dehydrogenase deficiency,Pyruvate dehydrogenase deficiency,Pyruvate kinase deficiency,,C,,,
BCH-MS1-162,2025,Medicine - 08/25 - August 6 - Morning,Biochemistry,Metabolic System,,Which enzyme catalyzes the first irreversible step of glycolysis by converting glucose to glucose-6-phosphate in most tissues except the liver and pancreatic beta cells?,Glucokinase.,Hexokinase.,Phosphofructokinase-1.,Pyruvate kinase.,Aldolase,B,,,
BCH-MS1-163,2025,Surgery - 08/25 - August 7 - Morning,Biochemistry,Metabolic System,,Which of the following methods effectively destroys spore forming bacteria?,Moist heat,Dry heat at 160°C for 1hr,Pasteurization at 60°C for 30mins,Refrigeration,,A,,,
