QuestionID,Chapter,Topic,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation
BRS-P-362,PHYSIOLOGY,,What is the afferent limb of the sneeze reflex?,Trigeminal nerve (CN V),,,,,A,
BRS-P-363,PHYSIOLOGY,,"When changing from upright to supine, what happens to the blood flow in the upper lung zones?",Pulmonary arterial pressure becomes greater than alveolar pressure (Zone 1 becomes Zone 2/3),,,,,A,
BRS-P-364,PHYSIOLOGY,,What is the normal rate of nasociliary hair movement (mucociliary clearance)?,10 to 15 beats per second (Hz),,,,,A,
BRS-P-365,PHYSIOLOGY,,Ejaculation is primarily mediated by which branch of the nervous system?,Sympathetic nervous system,,,,,A,
BRS-P-366,PHYSIOLOGY,,Which part of the brain is primarily responsible for motor learning and the coordination of voluntary movements?,Cerebellum,,,,,A,
BRS-P-367,PSYCHIATRY,,A patient with resistant depression presents with an electrolyte imbalance. What is a likely cause based on lab error or medication?,Fictitious hyperkalemia (Pseudohyperkalemia),Renal amyloidosis,,,,A,
BRS-P-368,PULMONOLOGY,,Recurrent CVAs and wedge-shaped pleural hemorrhage indicate what pathology in the pulmonary vessels?,Thromboembolism,Vasculitis,Fat embolism,,,A,
BRS-P-369,RADIOLOGY,,Mammography is mainly used for detection of:,Fibroadenoma,Breast carcinoma,Mastitis,Abscess,,B,
BRS-P-370,RADIOLOGY,,Investigation of choice for gallstones:,CT Scan,MRI,Ultrasound,X-ray,,C,
BRS-P-371,RADIOLOGY,,Ultrasound is preferred in pregnancy because it uses:,Sound waves,,,,,A,
BRS-P-372,RADIOLOGY,,Investigation of choice for suspected pulmonary embolism?,Chest X-ray,CT Pulmonary Angiography,MRI Chest,Ultrasound,,B,
BRS-P-373,RADIOLOGY,,The extent of tissue damage by ionizing radiation depends on all of the following EXCEPT:,Duration of exposure,Type of tissue exposed,Type of ionizing radiation,Age of the patient,,D,
BRS-P-374,RADIOLOGY,,MRI is the investigation of choice for:,Meniscal tear only,Rotator cuff tear,Clavicle fracture,Shoulder dislocation,,B,
BRS-P-375,RADIOLOGY,,The extent of ionizing radiation damage depends mainly on:,Tissue radiosensitivity,,,,,A,
BRS-P-376,RHEUMATOLOGY,,The first investigation for suspected acute gout involving the great toe is:,X-ray foot,Serum uric acid level,Synovial fluid aspiration and crystal analysis,CT scan,,C,
BRS-P-377,RHEUMATOLOGY,,What is the first step in managing an acute swollen great toe?,Joint aspiration,,,,,A,
BRS-P-378,SURGERY,,A female presents with a swelling lateral to pubic tubercle which becomes strangulated. This is most likely:,Inguinal hernia,Femoral hernia,Umbilical hernia,Obturator hernia,,B,
BRS-P-379,SURGERY,,A female presents with a painful strangulated swelling lateral to the pubic tubercle. The diagnosis is:,Direct inguinal hernia,Indirect inguinal hernia,Femoral hernia,Obturator hernia,,C,
BRS-P-380,SURGERY,,Diathermy burn after removal of the grounding pad is most commonly due to:,High current,Ineffective grounding/contact of the return electrode,Faulty scalpel,Low voltage,,B,
BRS-P-381,SURGERY,,A patient with a femoral shaft fracture initially develops which type of shock?,Septic shock,Cardiogenic shock,Hypovolemic shock,Neurogenic shock,,C,
BRS-P-382,SURGERY,,What is the treatment sequence for a blue tortuous vein behind the knee associated with DVT?,Heparin followed by Warfarin,,,,,A,
BRS-P-383,SURGERY,,What is the definitive initial treatment for a symptomatic subdural hematoma?,Burr-hole drainage or craniotomy,,,,,A,
BRS-P-384,SURGERY,,A pulsating eye (exophthalmos) after trauma suggests:,Carotid-cavernous fistula,,,,,A,
BRS-P-385,SURGERY,,Fracture symphysis pubis. Structure damaged?,Bladder,Urethra,Rectum,Vagina,,B,
BRS-P-386,SURGERY,,Oropharyngeal carcinoma most commonly metastasizes to which group of lymph nodes first?,Level II (Upper jugular / deep cervical) lymph nodes,,,,,A,
BRS-P-387,TOXICOLOGY,,"A farmer presents with pinpoint pupils, salivation, and muscle fasciculations. What is the definitive antidote?",Atropine,,,,,A,
BRS-P-388,TOXICOLOGY,,What is a classic peripheral blood smear finding in a patient with lead poisoning?,Basophilic stippling of RBCs,,,,,A,
