QuestionID,Chapter,Topic,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation
Rafi-Heme-Hemolytic Disease of Newborn-015,Haematology,Hemolytic Disease of Newborn,"A 28 years' pregnant lady, who is Rh negative gives birth to a Rh-negative baby. She has history of allergic reactions. She was advised transfusion but she was transfused Rh Positive blood accidently. Which of the following is true?",Anti D antibody should be given immediately,No treatment needed,Give steroids,Give antihistamines,Give antibiotics,A,"Even though the baby is Rh negative, the mother received Rh Positive blood, so 'Anti D antibody should be given immediately'."
Rafi-Heme-Hemolytic Disease of Newborn-016,Haematology,Hemolytic Disease of Newborn,A 3-month pregnant patient who is Rh +ve and has Rh -ve husband comes to you for counselling. She is most likely to have one of the following possibilities?,Hemolytic disease of newborn,Antigen can enter maternal circulation from fetus,No risk of Rh incompatibility,Hydrops fetalis,Erythroblastosis fetalis,C,"If mother is Rh +ve, there is no risk of Rh incompatibility. Wait, text says 'Antigen can enter maternal circulation from fetus' as the answer key? Let me check. The question says 'Rh +ve and has Rh -ve husband'. The text answer key says 'Antigen can enter maternal circulation from fetus' - this seems to be a distractor or a specific pearl, but strictly reading the text: 'A 3-month pregnant patient who is Rh +ve... most likely to have one of the following possibilities = Antigen can enter maternal circulation from fetus'. (Note: Standard medical knowledge says Rh+ mother is safe, but I must follow the text provided)."
Rafi-Heme-Hemolytic Disease of Newborn-017,Haematology,Hemolytic Disease of Newborn,ABO hemolytic disease typically involves which maternal and fetal blood types?,"Type A mother, Type B fetus","Type B mother, Type A fetus","Type O mother, Type A or B fetus","Type AB mother, Type O fetus","Type O mother, Type O fetus",C,The table specifies the interaction as 'Type O mother; type A or B fetus'.
Rafi-Heme-Hemolytic Disease of Newborn-018,Haematology,Hemolytic Disease of Newborn,A mother has a history of hemolytic disease of newborn and is now 26 weeks pregnant. What is the next step?,Immediate delivery,Intrauterine transfusion,Mother's serial antibodies,Coombs test on father,Amniocentesis,C,The text advises: 'What to do = Mother's serial antibodies'.
Rafi-Heme-Hemolytic Disease of Newborn-019,Haematology,Hemolytic Disease of Newborn,A newborn presents with Erythroblastosis Fetalis. What is the fundamental cause?,ABO incompatibility,Rh incompatibility of mother and fetus,Infection,G6PD deficiency,Thalassemia,B,The text states: 'Cause is = Rh incompatibility of mother and fetus'.
Rafi-Heme-Hemolytic Disease of Newborn-020,Haematology,Hemolytic Disease of Newborn,A Rh negative mother with a Rh positive father wants to prevent Rh incompatibility in her 2nd child. What should be given?,Steroids,Anti D immunoglobulin,Iron supplements,Folic acid,Blood transfusion,B,"To prevent incompatibility in the 2nd child, she should be given 'Anti D immunoglobulin'."
Rafi-Heme-Hemolytic Disease of Newborn-021,Haematology,Hemolytic Disease of Newborn,How will you counsel a Rh negative mother and Rh positive father regarding their child?,Child will definitely be healthy,Hemolytic disease of newborn may occur,Child will be Rh negative,No risk involved,Mother needs surgery,B,The counseling point is: 'Hemolytic disease of newborn may occur'.
Rafi-Heme-Hereditary Spherocytosis-001,Haematology,Hereditary Spherocytosis,Anemia in spherocytosis is produced because of?,Enzyme defect,Hemoglobin defect,RBC's fragility,Iron deficiency,Autoantibodies,C,Anemia in spherocytosis is produced because of RBC's fragility.
Rafi-Heme-Hereditary Spherocytosis-002,Haematology,Hereditary Spherocytosis,The most common protein that may be defective in hereditary spherocytosis is?,Ankyrin,Spectrin,Band 3,Protein 4.2,Actin,B,The text identifies Spectrin as the most common defective protein.
Rafi-Heme-Hereditary Spherocytosis-003,Haematology,Hereditary Spherocytosis,A patient presents with splenomegaly and anemia. The peripheral film shows spherocytosis. What is the cause?,Enzyme deficiency,RBC cytoskeletal anomaly,Hemoglobinopathy,Autoimmune destruction,Infection,B,Spherocytosis is caused by an RBC cytoskeletal anomaly.
Rafi-Heme-Hereditary Spherocytosis-004,Haematology,Hereditary Spherocytosis,"A 20-year female has pallor, mild jaundice, and splenomegaly. Hb is 6.5g/dl and spherocytes are seen. Which investigation helps most in diagnosis?",Coombs test,RBC survival study,Bone marrow biopsy,Hemoglobin electrophoresis,Serum ferritin,B,The text states that 'RBC survival study' is the investigation most likely to help in diagnosis.
Rafi-Heme-Hereditary Spherocytosis-005,Haematology,Hereditary Spherocytosis,"A scenario describes hemolytic anemia, splenomegaly, retic count 11, and spherocytes. What is the next step?",Splenectomy,Membrane stability test,Steroids,Transfusion,Iron therapy,B,The next step for this scenario is a Membrane stability test.
Rafi-Heme-Iron Deficiency Anemia-001,Haematology,Iron Deficiency Anemia,Dietary iron is primarily absorbed in which part of the gastrointestinal tract according to the text?,Stomach,Duodenum,Jejunum,Ileum,Colon,B,Dietary iron absorption occurs primarily in the duodenum.
Rafi-Heme-Iron Deficiency Anemia-002,Haematology,Iron Deficiency Anemia,"In the context of iron absorption, ascorbic acid is important because it performs which action?",Oxidizes iron to Fe+3,Reduces oxidized iron to Fe+2,Binds to transferrin,Increases hepcidin levels,Decreases ferritin levels,B,Ascorbic acid aids absorption by reducing oxidized iron (Fe+3) to Fe+2.
Rafi-Heme-Iron Deficiency Anemia-003,Haematology,Iron Deficiency Anemia,Which of the following clinical features is described as 'spoon shaped nails'?,Angular cheilosis,Atrophic glossitis,Koilonychias,Esophageal webs,Pica,C,Koilonychia is the specific term used for spoon-shaped nails in iron deficiency.
Rafi-Heme-Iron Deficiency Anemia-004,Haematology,Iron Deficiency Anemia,Plummer-Vinson syndrome is characterized by a triad of symptoms represented by the mnemonic 'DIE'. What does the 'D' stand for?,Dyspnea,Dermatitis,Dysphagia for liquids,Dysphagia for solids,Diarrhea,D,"In the mnemonic DIE, D stands for Dysphagia specifically for solids."
Rafi-Heme-Iron Deficiency Anemia-005,Haematology,Iron Deficiency Anemia,What are the three components of the Plummer-Vinson syndrome triad mentioned in the text?,"Dysphagia, Infection, Edema","Dysphagia, Iron deficiency anemia, Esophageal webs","Dyspnea, Iron overload, Esophageal varices","Dermatitis, Inflammation, Erythema","Dysphagia, Indigestion, Emesis",B,"The triad consists of Dysphagia, Iron deficiency anemia, and Esophageal webs."
Rafi-Heme-Iron Deficiency Anemia-006,Haematology,Iron Deficiency Anemia,Which of the following laboratory findings is characteristic of Iron Deficiency Anemia?,Increased Serum iron,Decreased TIBC,Increased Ferritin,Increased TIBC,Normal Ferritin,D,Iron Deficiency Anemia is characterized by decreased serum iron and uniquely increased TIBC.
Rafi-Heme-Iron Deficiency Anemia-007,Haematology,Iron Deficiency Anemia,"According to the text, what is the 'best test' for Iron Deficiency Anemia among the lab findings?",Serum iron,TIBC,Ferritin,Hemoglobin,MCV,C,Serum ferritin is explicitly identified as the best test for diagnosis.
Rafi-Heme-Iron Deficiency Anemia-008,Haematology,Iron Deficiency Anemia,"In Iron Deficiency Anemia, which parameter is uniquely increased compared to other anemias?",Serum iron,Ferritin,TIBC,MCH,Hemoglobin,C,TIBC is increased only in Iron Deficiency Anemia compared to other types.
Rafi-Heme-Iron Deficiency Anemia-009,Haematology,Iron Deficiency Anemia,"A patient presents with weakness, fatigue, and dyspnea. She is pale, and the lab report reveals a microcytic hypochromic picture. What is the condition?",Thalassemia,Iron Deficiency Anemia,Sideroblastic Anemia,Anemia of Chronic Disease,Hemolytic Anemia,B,"A clinical picture of weakness, pallor, and microcytic hypochromic cells indicates Iron Deficiency Anemia."
Rafi-Heme-Iron Deficiency Anemia-010,Haematology,Iron Deficiency Anemia,"A child presents with a normocytic picture and Hb 6.8 g/dl. According to the text, what is the most likely cause of anemia?",Thalassemia,Iron deficiency,Lead poisoning,Vitamin B12 deficiency,Folate deficiency,B,Iron deficiency is the most likely cause for a child presenting with normocytic anemia and low Hb.
Rafi-Heme-Iron Deficiency Anemia-011,Haematology,Iron Deficiency Anemia,"An anaemic male patient shows MCV 70 fl, MCH 21 pg, serum iron 0.4 mg/L, TIBC 6mg/L, and serum ferritin 15 µg/L. What is the most likely diagnosis?",Beta Thalassemia Trait,Iron deficiency anemia,Sideroblastic anemia,Anemia of chronic disease,Hemolytic anemia,B,"The combination of low MCV, low iron, low ferritin, and high TIBC confirms Iron Deficiency Anemia."
Rafi-Heme-Iron Deficiency Anemia-012,Haematology,Iron Deficiency Anemia,"A 19-year-old girl presents to OPD with complaints of easy fatigability, body aches, and lethargy. On examination, she is pale and labs show Hb 6.5, MCV 22, and MCHC 26. What is the underlying cause?",Iron deficiency anemia,Thalassemia,Chronic kidney disease,Hypothyroidism,Vitamin D deficiency,A,"Young females with fatigue, pallor, and microcytic (low MCV) indices typically have Iron Deficiency Anemia."
Rafi-Heme-Iron Deficiency Anemia-013,Haematology,Iron Deficiency Anemia,"A 26-year-old male presented with weakness and dysphagia. His blood test shows Hb = 6.0 g%, MCV = 68 fl, MCH = 24 pg, and target cells. What is the most likely condition?",Esophageal cancer,Iron deficiency anemia,Thalassemia Major,Plummer-Vinson syndrome (without anemia),Gastritis,B,Dysphagia combined with microcytic anemia and target cells points to Iron Deficiency Anemia.
Rafi-Heme-Iron Deficiency Anemia-014,Haematology,Iron Deficiency Anemia,A pregnant lady without any antenatal visits or medication delivers a preterm baby. The baby is listless and has low ferritin levels. This is due to deficiency of what?,Folate,Calcium,Iron,Vitamin B12,Protein,C,Low ferritin levels in a preterm baby from an untreated mother indicate Iron deficiency.
Rafi-Heme-Iron Deficiency Anemia-015,Haematology,Iron Deficiency Anemia,Which investigation is described as 'most imp' (most important) for IDA?,Serum iron,Serum ferritin,TIBC,Bone marrow biopsy,Hb electrophoresis,B,Serum ferritin is cited as the most important investigation for Iron Deficiency Anemia.
Rafi-Heme-Iron Deficiency Anemia-016,Haematology,Iron Deficiency Anemia,What is described as the 'optimum test confirming iron deficiency anemia' in the text?,Serum ferritin level and TIBC,Serum iron and TIBC,Bone marrow iron stores,Hemoglobin electrophoresis,Reticulocyte count,A,The optimum confirmatory test is the combination of Serum ferritin level and TIBC.
Rafi-Heme-Iron Deficiency Anemia-017,Haematology,Iron Deficiency Anemia,Microcytic hypochromic anemia will typically occur in which condition?,Vitamin B12 deficiency,Folate deficiency,Iron deficiency,Hypothyroidism,Liver disease,C,Iron deficiency is the typical condition causing a microcytic hypochromic blood picture.
Rafi-Heme-Iron Deficiency Anemia-018,Haematology,Iron Deficiency Anemia,"A primigravida in her last trimester comes with hypochromic, microcytic anemia blood picture. What treatment should be given?",Folic acid,Vitamin B12,Iron,Blood transfusion,Erythropoietin,C,A pregnant woman with microcytic hypochromic anemia requires Iron treatment.
Rafi-Heme-Iron Deficiency Anemia-019,Haematology,Iron Deficiency Anemia,What is the most likely cause of anemia in a child with hookworm infection?,Vitamin B12 deficiency,Iron deficiency anemia,Hemolytic anemia,Aplastic anemia,Folate deficiency,B,"Hookworm infection leads to chronic blood loss, causing Iron Deficiency Anemia."
Rafi-Heme-Iron Deficiency Anemia-020,Haematology,Iron Deficiency Anemia,"A 5-year-old girl with pallor, lethargy, fatigue, and a history of eating mud should be treated with what?",Anti-parasitic drugs,Iron supplements,Multivitamins,Calcium supplements,Behavioral therapy,B,Pica (eating mud) is a sign of iron deficiency and is treated with Iron supplements.
Rafi-Heme-Iron Deficiency Anemia-021,Haematology,Iron Deficiency Anemia,Iron is stored in the body in the form of?,Transferrin,Hemosiderin,Ferritin,Hemoglobin,Myoglobin,C,The body stores iron specifically in the form of Ferritin.
Rafi-Heme-Iron Deficiency Anemia-022,Haematology,Iron Deficiency Anemia,"A patient has Hb 6, platelet 450,000 with hypercellular bone marrow. What is the diagnosis?",Essential thrombocythemia,Iron deficiency anemia,CML,Polycythemia vera,Myelofibrosis,B,Severe anemia with thrombocytosis (high platelets) and hypercellular marrow indicates Iron Deficiency Anemia.
Rafi-Heme-Iron Deficiency Anemia-023,Haematology,Iron Deficiency Anemia,Which test is used to differentiate iron deficiency anemia from beta thalassemia?,Coombs test,Serum Ferritin only,HBA2,Osmotic fragility,Bone marrow biopsy,C,HbA2 levels are used to distinguish Iron Deficiency Anemia from Beta Thalassemia.
Rafi-Heme-Iron Deficiency Anemia-024,Haematology,Iron Deficiency Anemia,The type of anemia that occurs after partial gastrectomy is?,Pernicious anemia,Iron deficiency anemia,Megaloblastic anemia,Aplastic anemia,Hemolytic anemia,B,"Partial gastrectomy impairs iron absorption, leading to Iron Deficiency Anemia."
Rafi-Heme-Iron Deficiency Anemia-025,Haematology,Iron Deficiency Anemia,"According to the text, the daily requirements of iron in an adult female is?",10 mg,15 mg,2 g,18 mg,1 g,C,The text explicitly lists the daily requirement for an adult female as 2g.
Rafi-Heme-Iron Deficiency Anemia-026,Haematology,Iron Deficiency Anemia,Iron absorption is best increased with which of the following?,Milk,Tea,Citrus fruits,Coffee,Antacids,C,"Citrus fruits contain vitamin C, which best increases iron absorption."
Rafi-Heme-Iron Deficiency Anemia-027,Haematology,Iron Deficiency Anemia,A primary gravida taking iron tablets and increased intake of fresh vegetables and fruits is at risk of developing a deficiency of what?,Iron,Calcium,Vitamin C,Folate,Vitamin A,B,High intake of iron and certain vegetables/fruits can put a pregnant woman at risk of Calcium deficiency.
Rafi-Heme-Iron Deficiency Anemia-028,Haematology,Iron Deficiency Anemia,"According to the text, the ferrous form of iron corresponds to?",Transferrin,Ferritin,Hemoglobin,Hemosiderin,Myoglobin,C,The text directly equates the ferrous form of iron with Hemoglobin.
Rafi-Heme-Iron Deficiency Anemia-029,Haematology,Iron Deficiency Anemia,"According to the text, iron is present in its ferrous form in which transport protein?",Albumin,Ferritin,Transferrin,Haptoglobin,Ceruloplasmin,C,Iron is described as being present in its ferrous form within Transferrin.
Rafi-Heme-Iron Deficiency Anemia-030,Haematology,Iron Deficiency Anemia,Iron transport in the body is carried out by?,Ferritin,Albumin,Transferrin,Hemoglobin,Hepcidin,C,Transferrin is the specific protein responsible for carrying out iron transport in the body.
Rafi-Heme-Iron Deficiency Anemia-031,Haematology,Iron Deficiency Anemia,What is the most important component in iron homeostasis?,Transferrin,Ferritin,Hepcidin,Hemoglobin,Erythropoietin,C,Hepcidin is identified as the most important component regulating iron homeostasis.
Rafi-Heme-Iron Deficiency Anemia-032,Haematology,Iron Deficiency Anemia,Iron absorption from the intestine is increased by which form?,Ferric form,Ferrous form,Bound to transferrin,Bound to ferritin,Oxidized form,B,The intestine absorbs iron more efficiently when it is in the Ferrous form.
Rafi-Heme-Iron Deficiency Anemia-033,Haematology,Iron Deficiency Anemia,The component of salivary secretion that exerts an antibacterial action by depriving microorganisms of iron is?,Lysozyme,IgA,Lactoferrin,Amylase,Mucin,C,Lactoferrin in saliva kills bacteria by depriving them of necessary iron.
Rafi-Heme-Iron Deficiency Anemia-034,Haematology,Iron Deficiency Anemia,Baseline nutritional status assessment involves which parameters?,Serum albumin and hemoglobin,Serum albumin and total iron binding capacity,Serum ferritin and CRP,BMI and skin fold thickness,Serum iron and transferrin,B,Serum albumin and total iron binding capacity are used to assess baseline nutritional status.
Rafi-Heme-Iron Deficiency Anemia-035,Haematology,Iron Deficiency Anemia,What is the iron requirement in a pregnant female according to the text?,500mg,800mg,1000mg,1200mg,1500mg,C,The text specifies the iron requirement for a pregnant female is 1000mg.
Rafi-Heme-Iron Deficiency Anemia-036,Haematology,Iron Deficiency Anemia,What is the total body iron content in an adult woman?,1 gm,2 gm,3 gm,4 gm,5 gm,B,An adult woman has a total body iron content of about 2 gm.
Rafi-Heme-Iron Deficiency Anemia-037,Haematology,Iron Deficiency Anemia,"A 29-year female presents with lethargy and irritability for 5 years. Labs show low Hb, low MCV, low MCHC, normal WBC/PLT. Prescribed iron supplements did not improve Hb. Which investigation should be ordered?",Serum Ferritin,Bone Marrow Biopsy,HB electrophoreses,Coombs test,Vitamin B12 level,C,"Persistent anemia unresponsive to iron suggests Thalassemia, requiring Hb electrophoresis for diagnosis."
Rafi-Heme-Iron Deficiency Anemia-038,Haematology,Iron Deficiency Anemia,Which test is used to monitor the response in a patient with IDA given iron supplements?,Hb electrophoresis,Serum ferritin,TIBC,Serum iron,Reticulocyte count,B,Serum ferritin levels are used to monitor how well a patient is responding to iron supplements.
Rafi-Heme-Iron Deficiency Anemia-039,Haematology,Iron Deficiency Anemia,A 25-year gravida 4 presents with weakness and occult blood in stools. What is the diagnosis?,Thalassemia,Iron Deficiency Anemia,Folate Deficiency,Sideroblastic Anemia,Hemolytic Anemia,B,Occult blood loss and pregnancy history strongly suggest Iron Deficiency Anemia.
Rafi-Heme-Iron Deficiency Anemia-040,Haematology,Iron Deficiency Anemia,A 34-year-old primigravida in her 8th month of gestation is most likely to have which condition?,Vitamin B12 deficiency,Iron deficiency,Folate deficiency,Protein deficiency,Calcium deficiency,B,A primigravida in the 3rd trimester (8th month) is most likely to have Iron deficiency.
Rafi-Heme-Iron Deficiency Anemia-041,Haematology,Iron Deficiency Anemia,A scenario describes an RBC slide showing a 'thin streak of iron'. This corresponds to which blood picture?,Macrocytic normochromic,Hypochromic and microcytic,Normocytic normochromic,Hyperchromic,Normocytic hypochromic,B,The text specifically links a slide showing a 'thin streak of iron' to a hypochromic and microcytic picture.
Rafi-Heme-Iron Deficiency Anemia-042,Haematology,Iron Deficiency Anemia,"Regarding the iron status of a pregnant woman, which parameter shows an increase?",Serum Ferritin,Serum Iron,Serum TIBC,Hemoglobin,Transferrin Saturation,C,"In iron deficiency (common in pregnancy), the Total Iron Binding Capacity (TIBC) increases."
Rafi-Heme-Iron Deficiency Anemia-043,Haematology,Iron Deficiency Anemia,"According to the text, all of the following are responsible for delayed absorption of iron EXCEPT which one?",Calcium,Phosphates,Phytates,Vit C,Tannins,D,"Vitamin C increases iron absorption, whereas the others delay it."
Rafi-Heme-Lead Poisoning-001,Haematology,Lead Poisoning,Which peripheral smear finding is associated with Lead Poisoning?,Howell-Jolly bodies,Heinz bodies,Basophilic stippling,Target cells,Schistocytes,C,Pearl 202 states that Basophilic stippling is the peripheral smear finding associated with Lead Poisoning.
Rafi-Heme-Lead Poisoning-002,Haematology,Lead Poisoning,Motor neuron damage is a consequence of which condition?,Iron deficiency,Lead poisoning,Vitamin B12 deficiency,Folate deficiency,Thalassemia,B,Motor neuron damage is explicitly attributed to Lead poisoning.
Rafi-Heme-Lead Poisoning-003,Haematology,Lead Poisoning,Households with a rusty water supply are specifically at risk for which condition?,Hepatitis A,Arsenic poisoning,Lead poisoning,Iron overload,Copper toxicity,C,The text states that households with rusty water supply are at risk of Lead poisoning.
Rafi-Heme-Megaloblastic Anemia-001,Haematology,Megaloblastic Anemia,"A woman feels lethargic, has dyspnea, tingling in feet, and difficulty walking. Labs show Hb 5.6, WBC 3500, and Platelets 120,000. What is the diagnosis?",Iron Deficiency,Folate Deficiency,Vitamin B12 Deficiency,Aplastic Anemia,Lead Poisoning,C,The combination of neurological symptoms (tingling/walking difficulty) and pancytopenia points to Vitamin B12 Deficiency.
Rafi-Heme-Megaloblastic Anemia-002,Haematology,Megaloblastic Anemia,Vitamin B12 binds with intrinsic factor produced by parietal cells and is then absorbed in which part of the gut?,Duodenum,Jejunum,Terminal ileum,Ascending colon,Stomach,C,Vitamin B12 bound to intrinsic factor is absorbed in the terminal ileum.
Rafi-Heme-Megaloblastic Anemia-003,Haematology,Megaloblastic Anemia,Which hematological finding is described as 'more than five lobes' in neutrophils?,Toxic granulation,Hypersegmented neutrophils,Döhle bodies,Auer rods,Left shift,B,"Neutrophils with more than five lobes are termed hypersegmented neutrophils, seen in B12 deficiency."
Rafi-Heme-Megaloblastic Anemia-004,Haematology,Megaloblastic Anemia,Neurological symptoms in B12 deficiency involving loss of vibration and proprioception are due to damage in which area?,Corticospinal tract,Posterior column,Spinothalamic tract,Cerebellum,Anterior horn,B,Posterior column loss leads to loss of vibration and proprioception.
Rafi-Heme-Megaloblastic Anemia-005,Haematology,Megaloblastic Anemia,What is the 'Classic triad' of neurological signs described for Vitamin B12 deficiency?,"Tremor, rigidity, bradykinesia","Extensor plantar reflex, absent ankle jerk, exaggerated knee jerk","Nystagmus, ataxia, dysarthria","Ptosis, miosis, anhidrosis","Weakness, atrophy, fasciculations",B,"The triad consists of Extensor plantar reflex (UMN), absent ankle jerk (LMN), and exaggerated knee jerk."
Rafi-Heme-Megaloblastic Anemia-006,Haematology,Megaloblastic Anemia,Which sensation is preserved in the neurological involvement of Vitamin B12 deficiency?,Vibration,Proprioception,Pain/temperature,Fine touch,Two-point discrimination,C,The text notes that pain/temperature sensation is preserved.
Rafi-Heme-Megaloblastic Anemia-007,Haematology,Megaloblastic Anemia,Which finding helps differentiate Folate deficiency from Vitamin B12 deficiency?,Hypersegmented neutrophils,Increased homocysteine,Absence of neurological symptoms,Presence of macrocytosis,Low retic count,C,"Folate deficiency is characterized by the absence of neurological symptoms, unlike B12 deficiency."
Rafi-Heme-Megaloblastic Anemia-008,Haematology,Megaloblastic Anemia,How long do body stores of Vitamin B12 last compared to Folate?,3-6 months,1 year,>3 years,10 years,Lifetime,C,"Vitamin B12 stores last >3 years, whereas Folate stores deplete in 3-6 months."
Rafi-Heme-Megaloblastic Anemia-009,Haematology,Megaloblastic Anemia,Why should Vitamin B12 deficiency be treated before Folate?,To prevent anemia relapse,To prevent worsening of neurological complications (SACD),To avoid allergic reactions,To improve iron absorption,To clear homocysteine faster,B,Treating B12 deficiency before folate prevents the worsening of neurological complications (SACD).
Rafi-Heme-Megaloblastic Anemia-010,Haematology,Megaloblastic Anemia,"A 40-year-old male presents with skin pigmentation, balance disturbance, and pancytopenia. Labs show high serum iron and ferritin. What is the diagnosis?",Aplastic anemia,Megaloblastic anemia,Hemochromatosis,Thalassemia,Leukemia,B,"The combination of pigmentation, balance issues, and pancytopenia with high iron indicates Megaloblastic anemia (B12 deficiency)."
Rafi-Heme-Megaloblastic Anemia-011,Haematology,Megaloblastic Anemia,"A 40-year-old male with anemia, numbness of extremities, and mild unconjugated hyperbilirubinemia has an MCV of 106 fL. What is he suffering from?",Liver disease,Hemolytic anemia,Vitamin B12 deficiency,Folate deficiency,Hypothyroidism,C,Numbness combined with macrocytosis (MCV 106) and mild hemolysis signs suggests Vitamin B12 deficiency.
Rafi-Heme-Megaloblastic Anemia-012,Haematology,Megaloblastic Anemia,"A female presents with fatigue, pallor, tingling sensation, and glossitis. This is due to the deficiency of what?",Iron,Vitamin B12,Folate,Vitamin C,Calcium,B,Tingling sensation and glossitis alongside anemia are classic for Vitamin B12 deficiency.
Rafi-Heme-Megaloblastic Anemia-013,Haematology,Megaloblastic Anemia,"A 35-year-old woman with weakness, palpitations, tingling of feet, and difficulty walking has Hb 5g/dL and pancytopenia. What is the most likely diagnosis?",Multiple Sclerosis,Vitamin B12 deficiency,Guillain-Barre syndrome,Diabetic neuropathy,Spinal cord tumor,B,Neurological symptoms (tingling/walking difficulty) with severe anemia and pancytopenia indicate Vitamin B12 deficiency.
Rafi-Heme-Megaloblastic Anemia-014,Haematology,Megaloblastic Anemia,A patient with pancytopenia and tingling sensation in feet is diagnosed with which condition?,Aplastic anemia,Vitamin B12 deficiency,Fanconi anemia,Myelodysplastic syndrome,Peripheral neuropathy,B,Pancytopenia accompanied by tingling sensations points to Vitamin B12 deficiency.
Rafi-Heme-Megaloblastic Anemia-015,Haematology,Megaloblastic Anemia,Megaloblastic anemia associated with degeneration of the spinal cord is observed in severe deficiency of what?,Folate,Iron,Cobalamin (Vitamin B12),Thiamine,Niacin,C,Spinal cord degeneration occurs in severe Cobalamin (Vitamin B12) deficiency.
Rafi-Heme-Megaloblastic Anemia-016,Haematology,Megaloblastic Anemia,"A patient presents with lethargy, fatigue, pallor, and an MCV of 132. Their diet consists of rice and fish. What is the cause?",Folate deficiency,Vitamin B12 deficiency,Iron deficiency,Alcoholism,Liver disease,B,An extremely high MCV (132) with this clinical picture suggests Vitamin B12 deficiency.
Rafi-Heme-Megaloblastic Anemia-017,Haematology,Megaloblastic Anemia,What set of peripheral smear findings indicate Vit B12 deficiency?,"Microcytes, target cells, thrombocytosis","Macro ovalocyte, hypersegmented neutrophils, thrombocytopenia","Spherocytes, reticulocytosis, normal platelets","Schistocytes, helmet cells, thrombocytopenia","Normocytes, rouleaux formation, leukopenia",B,"The specific findings are macro ovalocytes, hypersegmented neutrophils, and thrombocytopenia."
Rafi-Heme-Megaloblastic Anemia-018,Haematology,Megaloblastic Anemia,A biochemical indication of vitamin B12 deficiency can be obtained by measuring the urinary excretion of what?,Homocysteine,Methyl malonic acid,Figlu,Creatinine,Urea,B,Measuring urinary excretion of Methyl malonic acid provides a biochemical indication of deficiency.
Rafi-Heme-Megaloblastic Anemia-019,Haematology,Megaloblastic Anemia,What is the investigation of choice for a child with megaloblastic anemia?,Bone marrow biopsy,Serum B12 assay,Schilling test,Red cell folate,Serum ferritin,B,The text identifies 'Serum B12 assay' as the investigation of choice for a child.
Rafi-Heme-Megaloblastic Anemia-020,Haematology,Megaloblastic Anemia,"A 2-year-old child presents with fever, pallor, and bowel disturbance. Hb is 5.6% and MCV 107. Which investigation confirms the diagnosis?",Serum ferritin,Serum vitamin B12 levels,Hemoglobin electrophoresis,Osmotic fragility,Stool culture,B,High MCV (107) in a child with these symptoms requires Serum vitamin B12 levels for confirmation.
Rafi-Heme-Megaloblastic Anemia-021,Haematology,Megaloblastic Anemia,"A 60-year-old had terminal ileum and ileocecal junction resection. In the long run, he is likely to have a deficiency of what?",Vitamin K,Vitamin B12,Iron,Folate,Calcium,B,Resection of the terminal ileum removes the absorption site for Vitamin B12.
Rafi-Heme-Megaloblastic Anemia-022,Haematology,Megaloblastic Anemia,"A man presents with pallor, malabsorption, decreased RBC count, anisocytosis, and poikilocytosis with raised MCV. Which part of the gut is affected?",Stomach,Duodenum,Jejunum,Ileum,Colon,D,"Raised MCV and malabsorption signs imply B12 deficiency, locating the problem in the Ileum."
Rafi-Heme-Megaloblastic Anemia-023,Haematology,Megaloblastic Anemia,"For the absorption of Vitamin B12, what factor is necessary?",Extrinsic factor,Intrinsic factor,Transferrin,Ferritin,Albumin,B,Intrinsic factor is necessary for the absorption of Vitamin B12.
Rafi-Heme-Megaloblastic Anemia-024,Haematology,Megaloblastic Anemia,"Regarding Intrinsic factor, it binds to cobalamin in which part of the GI tract?",Stomach,Small intestine,Large intestine,Esophagus,Rectum,B,The text states that Intrinsic factor binds to cobalamin in the small intestine.
Rafi-Heme-Megaloblastic Anemia-025,Haematology,Megaloblastic Anemia,"According to the text, Intrinsic factor is required for the 'activation' of which substance?",Pepsin,Vitamin B12,Folate,Iron,Gastrin,B,The text specifically phrases it as 'Intrinsic factor is required for activation of? = Vitamin B12'.
Rafi-Heme-Megaloblastic Anemia-026,Haematology,Megaloblastic Anemia,Which cell type produces the factor required for the absorption of Vit B12?,Chief cells,G cells,Parietal cells,Mucous cells,Enterocytes,C,Parietal cells produce the required Intrinsic Factor.
Rafi-Heme-Megaloblastic Anemia-027,Haematology,Megaloblastic Anemia,A 70-year-old woman needs intramuscular vitamin B12 shots after undergoing gastrectomy. Absence of which cell type is responsible?,Parietal cells,Chief cells,Goblet cells,Paneth cells,Kupffer cells,A,"Gastrectomy removes Parietal cells, necessitating B12 replacement."
Rafi-Heme-Megaloblastic Anemia-028,Haematology,Megaloblastic Anemia,Homocysteine levels increase in which vitamin deficiency?,Vitamin C,Vitamin B12,Vitamin D,Vitamin A,Vitamin K,B,Vitamin B12 deficiency leads to increased Homocysteine levels.
Rafi-Heme-Megaloblastic Anemia-029,Haematology,Megaloblastic Anemia,Vitamin B12 is transported in the blood by which protein?,Albumin,Transcobalamin 2,Haptoglobin,Ceruloplasmin,Transferrin,B,Transport of B12 in the blood is carried out by Transcobalamin 2.
Rafi-Heme-Megaloblastic Anemia-030,Haematology,Megaloblastic Anemia,Pernicious anemia after gastrectomy should be treated with which form of medication?,Oral Vitamin B12,Inj Vit B12,Oral Folate,IV Iron,Blood transfusion,B,The text specifies 'Inj Vit B12' (Injectable) for treatment after gastrectomy.
